FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	Species	TaxonomyStatus
OTU_R44963								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R44964								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R44966								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4497								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4498								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4499								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R450								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45006								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45008								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45009								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45014								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4502								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45027								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4503								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45039								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4504								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45044								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45046								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45053								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45057								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45060								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45066								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4507								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45072								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45079								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45082								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45085								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45088								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4509								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45093								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45094								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R451								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4510								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4511								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45125								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4513								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45130								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45132								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45137								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4514								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45145								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4515								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45153								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45156								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45160								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4517								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45174								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45181								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45188								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45197								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R452								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45201								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45207								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45213								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45215								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45217								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45219								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4522								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45233								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45235								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45238								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45239								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4524								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45245								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45246								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45247								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4525								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45257								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4526								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45261								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45263								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45271								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45275								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45278								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4528								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45282								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45291								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45292								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45295								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R453								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45303								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45304								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4531								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45325								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45326								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45329								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45341								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45346								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45347								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45349								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4535								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45351								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45352								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4537								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45374								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45375								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45381								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45384								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4539								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45393								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R454								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4540								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4541								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4542								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45421								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4543								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4544								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45441								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45443								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45454								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45460								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45461								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4548								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45480								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45482								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4549								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45492								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45493								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R455								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4550								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45500								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45501								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4551								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45529								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4553								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45532								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45534								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45536								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4555								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45558								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4556								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45564								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45568								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45578								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4559								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45597								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R456								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4560								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4561								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45610								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45619								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4563								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45634								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4564								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45648								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45651								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45655								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4566								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45667								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45670								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45671								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45682								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4569								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45697								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R457								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4571								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4572								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45725								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4574								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4575								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4576								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45763								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45764								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45765								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45769								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45786								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4579								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45793								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45796								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R458								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45814								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4582								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45822								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45823								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4583								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45832								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4584								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4586								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4589								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45894								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4590								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45907								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4592								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4593								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45946								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4595								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45953								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4596								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45975								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4598								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4599								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R45999								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R460								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4600								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46003								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46007								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4601								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46012								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46013								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46021								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46024								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4603								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46036								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4604								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46045								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4605								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46054								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46057								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46064								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4607								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46077								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4608								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4609								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R461								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46103								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4611								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46116								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46135								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4614								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46146								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46156								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46159								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46166								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4619								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46196								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R462								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46210								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46221								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4624								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46244								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46248								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4625								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4626								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46265								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46266								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4627								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46270								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46271								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46277								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4628								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46288								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4629								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R463								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4630								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46301								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46304								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46306								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46308								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4631								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46313								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4632								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46320								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46323								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46324								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46327								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46336								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46339								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46351								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46352								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46353								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46357								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4636								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46368								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46371								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46374								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46385								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4639								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R464								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46405								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46409								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4641								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46415								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46423								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4643								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46431								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46437								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46439								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46441								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46444								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46446								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4645								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46450								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46455								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4646								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46461								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46464								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46466								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4647								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46478								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4648								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46481								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46487								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46492								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46494								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46497								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46498								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R465								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46503								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4651								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46511								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46515								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46518								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46520								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46526								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46527								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46529								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46535								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46539								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46540								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46547								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46549								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4655								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46552								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46555								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4656								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46563								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46566								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4657								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46574								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R466								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46606								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4661								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46617								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46618								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4662								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46624								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46626								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46629								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4663								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4664								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46641								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46653								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46655								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4666								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4667								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46673								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4668								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46686								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46693								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46697								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R467								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4670								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46700								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46702								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46705								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46707								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46708								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4671								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46715								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46717								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4672								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46726								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46729								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46731								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46738								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4674								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46740								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46745								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46750								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4676								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46762								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46769								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4678								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46787								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46788								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46789								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4679								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46796								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46799								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R468								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4680								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46809								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46812								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46818								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46825								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4683								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46841								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46842								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46848								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4685								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46854								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46858								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46861								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46862								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46867								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46871								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46875								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4688								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46881								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46882								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46885								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46886								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46887								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46897								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46898								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R469								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46904								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46920								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46922								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46926								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46944								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46946								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46949								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4695								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46950								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46955								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4696								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46960								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46969								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46971								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4698								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46983								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4699								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46990								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R46992								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4700								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47004								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47008								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R4701								Not distributed with phyloseq::soilrep; not used in this analysis
OTU_R47017								Not distributed with phyloseq::soilrep; not used in this analysis
