Metric	SampleA	SampleB	HabitatA	HabitatB	PairType	Distance
Jaccard	Even1	Even2	Mock	Mock	Within habitat	0.6573741007194245
Jaccard	CL3	Even3	Soil	Mock	Between habitats	0.9535326086956522
Jaccard	CC1	Even3	Soil	Mock	Between habitats	0.9589882121807466
Jaccard	SV1	Even3	Soil	Mock	Between habitats	0.9403272377285852
Jaccard	M31Fcsw	Even3	Human-associated	Mock	Between habitats	0.8696027633851467
Jaccard	M11Fcsw	Even3	Human-associated	Mock	Between habitats	0.8869395711500975
Jaccard	M31Plmr	Even3	Human-associated	Mock	Between habitats	0.9301919720767888
Jaccard	M11Plmr	Even3	Human-associated	Mock	Between habitats	0.9379310344827586
Jaccard	F21Plmr	Even3	Human-associated	Mock	Between habitats	0.9323378441437237
Jaccard	M31Tong	Even3	Human-associated	Mock	Between habitats	0.8969387755102041
Jaccard	M11Tong	Even3	Human-associated	Mock	Between habitats	0.897642015005359
Jaccard	LMEpi24M	Even3	Freshwater	Mock	Between habitats	0.9383886255924171
Jaccard	SLEpi20M	Even3	Freshwater	Mock	Between habitats	0.9483532934131736
Jaccard	AQC1cm	Even3	Freshwater	Mock	Between habitats	0.9345098039215686
Jaccard	AQC4cm	Even3	Freshwater	Mock	Between habitats	0.9629171817058095
Jaccard	AQC7cm	Even3	Freshwater	Mock	Between habitats	0.9672131147540983
Jaccard	NP2	Even3	Marine/estuarine	Mock	Between habitats	0.9496151154653604
Jaccard	NP3	Even3	Marine/estuarine	Mock	Between habitats	0.9423434593924365
Jaccard	NP5	Even3	Marine/estuarine	Mock	Between habitats	0.9389600602863603
Jaccard	TRRsed1	Even3	Marine/estuarine	Mock	Between habitats	0.913430935709739
Jaccard	TRRsed2	Even3	Marine/estuarine	Mock	Between habitats	0.9582670906200317
Jaccard	TRRsed3	Even3	Marine/estuarine	Mock	Between habitats	0.9240506329113923
Jaccard	TS28	Even3	Human-associated	Mock	Between habitats	0.853061224489796
Jaccard	TS29	Even3	Human-associated	Mock	Between habitats	0.8541666666666666
Jaccard	Even1	Even3	Mock	Mock	Within habitat	0.6738925541941565
Jaccard	Even2	Even3	Mock	Mock	Within habitat	0.6439957492029756
Unweighted UniFrac	CL3	CC1	Soil	Soil	Within habitat	0.43601904124680496
Unweighted UniFrac	CL3	SV1	Soil	Soil	Within habitat	0.5786551366254975
Unweighted UniFrac	CC1	SV1	Soil	Soil	Within habitat	0.5471329886725094
Unweighted UniFrac	CL3	M31Fcsw	Soil	Human-associated	Between habitats	0.8810769891234839
Unweighted UniFrac	CC1	M31Fcsw	Soil	Human-associated	Between habitats	0.9058417879300823
Unweighted UniFrac	SV1	M31Fcsw	Soil	Human-associated	Between habitats	0.878569619214558
Unweighted UniFrac	CL3	M11Fcsw	Soil	Human-associated	Between habitats	0.8985827538534228
Unweighted UniFrac	CC1	M11Fcsw	Soil	Human-associated	Between habitats	0.9214849845249463
Unweighted UniFrac	SV1	M11Fcsw	Soil	Human-associated	Between habitats	0.8915652389902731
Unweighted UniFrac	M31Fcsw	M11Fcsw	Human-associated	Human-associated	Within habitat	0.5563420118698855
Unweighted UniFrac	CL3	M31Plmr	Soil	Human-associated	Between habitats	0.8127659222632742
Unweighted UniFrac	CC1	M31Plmr	Soil	Human-associated	Between habitats	0.8077973802061921
Unweighted UniFrac	SV1	M31Plmr	Soil	Human-associated	Between habitats	0.7731907092222908
Unweighted UniFrac	M31Fcsw	M31Plmr	Human-associated	Human-associated	Within habitat	0.8013571962145096
Unweighted UniFrac	M11Fcsw	M31Plmr	Human-associated	Human-associated	Within habitat	0.824652284717012
Unweighted UniFrac	CL3	M11Plmr	Soil	Human-associated	Between habitats	0.7214556575118897
Unweighted UniFrac	CC1	M11Plmr	Soil	Human-associated	Between habitats	0.7038120555989378
Unweighted UniFrac	SV1	M11Plmr	Soil	Human-associated	Between habitats	0.6757468298361257
Unweighted UniFrac	M31Fcsw	M11Plmr	Human-associated	Human-associated	Within habitat	0.8213979228020363
Unweighted UniFrac	M11Fcsw	M11Plmr	Human-associated	Human-associated	Within habitat	0.8541908977117587
Unweighted UniFrac	M31Plmr	M11Plmr	Human-associated	Human-associated	Within habitat	0.5964497168695664
Unweighted UniFrac	CL3	F21Plmr	Soil	Human-associated	Between habitats	0.7669879402342954
Unweighted UniFrac	CC1	F21Plmr	Soil	Human-associated	Between habitats	0.754378711636874
Unweighted UniFrac	SV1	F21Plmr	Soil	Human-associated	Between habitats	0.7077977173264275
Unweighted UniFrac	M31Fcsw	F21Plmr	Human-associated	Human-associated	Within habitat	0.8388318005780676
Unweighted UniFrac	M11Fcsw	F21Plmr	Human-associated	Human-associated	Within habitat	0.8661624731369659
Unweighted UniFrac	M31Plmr	F21Plmr	Human-associated	Human-associated	Within habitat	0.5579622616278792
Unweighted UniFrac	M11Plmr	F21Plmr	Human-associated	Human-associated	Within habitat	0.5313722751034208
Unweighted UniFrac	CL3	M31Tong	Soil	Human-associated	Between habitats	0.8721849817482227
Unweighted UniFrac	CC1	M31Tong	Soil	Human-associated	Between habitats	0.8874275630017265
Unweighted UniFrac	SV1	M31Tong	Soil	Human-associated	Between habitats	0.8515633078759629
Unweighted UniFrac	M31Fcsw	M31Tong	Human-associated	Human-associated	Within habitat	0.7816602562825995
Unweighted UniFrac	M11Fcsw	M31Tong	Human-associated	Human-associated	Within habitat	0.7892602075392238
Unweighted UniFrac	M31Plmr	M31Tong	Human-associated	Human-associated	Within habitat	0.709653416854515
Unweighted UniFrac	M11Plmr	M31Tong	Human-associated	Human-associated	Within habitat	0.764042614541867
Unweighted UniFrac	F21Plmr	M31Tong	Human-associated	Human-associated	Within habitat	0.7316734007992934
Unweighted UniFrac	CL3	M11Tong	Soil	Human-associated	Between habitats	0.7770804096319972
Unweighted UniFrac	CC1	M11Tong	Soil	Human-associated	Between habitats	0.7816094586671753
Unweighted UniFrac	SV1	M11Tong	Soil	Human-associated	Between habitats	0.7684012059383515
Unweighted UniFrac	M31Fcsw	M11Tong	Human-associated	Human-associated	Within habitat	0.8030446765982698
Unweighted UniFrac	M11Fcsw	M11Tong	Human-associated	Human-associated	Within habitat	0.822080946414849
Unweighted UniFrac	M31Plmr	M11Tong	Human-associated	Human-associated	Within habitat	0.6869540003343328
Unweighted UniFrac	M11Plmr	M11Tong	Human-associated	Human-associated	Within habitat	0.6518836379564572
Unweighted UniFrac	F21Plmr	M11Tong	Human-associated	Human-associated	Within habitat	0.6540540170721153
Unweighted UniFrac	M31Tong	M11Tong	Human-associated	Human-associated	Within habitat	0.635260474245389
Unweighted UniFrac	CL3	LMEpi24M	Soil	Freshwater	Between habitats	0.8175466193116498
Unweighted UniFrac	CC1	LMEpi24M	Soil	Freshwater	Between habitats	0.8125887484486961
Unweighted UniFrac	SV1	LMEpi24M	Soil	Freshwater	Between habitats	0.8015370932011083
Unweighted UniFrac	M31Fcsw	LMEpi24M	Human-associated	Freshwater	Between habitats	0.8379982937134427
Unweighted UniFrac	M11Fcsw	LMEpi24M	Human-associated	Freshwater	Between habitats	0.8538119069351496
Unweighted UniFrac	M31Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	0.7741627883207001
Unweighted UniFrac	M11Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	0.7439166729270064
Unweighted UniFrac	F21Plmr	LMEpi24M	Human-associated	Freshwater	Between habitats	0.7554857856977897
Unweighted UniFrac	M31Tong	LMEpi24M	Human-associated	Freshwater	Between habitats	0.724710217218541
Unweighted UniFrac	M11Tong	LMEpi24M	Human-associated	Freshwater	Between habitats	0.614862253460509
Unweighted UniFrac	CL3	SLEpi20M	Soil	Freshwater	Between habitats	0.8095640579137344
Unweighted UniFrac	CC1	SLEpi20M	Soil	Freshwater	Between habitats	0.7900464139829382
Unweighted UniFrac	SV1	SLEpi20M	Soil	Freshwater	Between habitats	0.7853975318912718
Unweighted UniFrac	M31Fcsw	SLEpi20M	Human-associated	Freshwater	Between habitats	0.859170459605955
Unweighted UniFrac	M11Fcsw	SLEpi20M	Human-associated	Freshwater	Between habitats	0.8782855474497617
Unweighted UniFrac	M31Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	0.7885060559967063
Unweighted UniFrac	M11Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	0.7486481442300938
Unweighted UniFrac	F21Plmr	SLEpi20M	Human-associated	Freshwater	Between habitats	0.7493476051679632
Unweighted UniFrac	M31Tong	SLEpi20M	Human-associated	Freshwater	Between habitats	0.760738092479714
Unweighted UniFrac	M11Tong	SLEpi20M	Human-associated	Freshwater	Between habitats	0.6627472842169572
Unweighted UniFrac	LMEpi24M	SLEpi20M	Freshwater	Freshwater	Within habitat	0.5922355011723539
Unweighted UniFrac	CL3	AQC1cm	Soil	Freshwater	Between habitats	0.7158307828177688
Unweighted UniFrac	CC1	AQC1cm	Soil	Freshwater	Between habitats	0.6933604743176762
Unweighted UniFrac	SV1	AQC1cm	Soil	Freshwater	Between habitats	0.7408849380445135
Unweighted UniFrac	M31Fcsw	AQC1cm	Human-associated	Freshwater	Between habitats	0.8661543788729198
Unweighted UniFrac	M11Fcsw	AQC1cm	Human-associated	Freshwater	Between habitats	0.8839466122838487
Unweighted UniFrac	M31Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	0.82258010842134
Unweighted UniFrac	M11Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	0.7340495086868379
Unweighted UniFrac	F21Plmr	AQC1cm	Human-associated	Freshwater	Between habitats	0.7623768898989753
Unweighted UniFrac	M31Tong	AQC1cm	Human-associated	Freshwater	Between habitats	0.7876355716352662
Unweighted UniFrac	M11Tong	AQC1cm	Human-associated	Freshwater	Between habitats	0.6244201465543195
Unweighted UniFrac	LMEpi24M	AQC1cm	Freshwater	Freshwater	Within habitat	0.711724246929577
Unweighted UniFrac	SLEpi20M	AQC1cm	Freshwater	Freshwater	Within habitat	0.678719668865246
Unweighted UniFrac	CL3	AQC4cm	Soil	Freshwater	Between habitats	0.7435809830487455
Unweighted UniFrac	CC1	AQC4cm	Soil	Freshwater	Between habitats	0.7238679897705923
Unweighted UniFrac	SV1	AQC4cm	Soil	Freshwater	Between habitats	0.7689367679397578
Unweighted UniFrac	M31Fcsw	AQC4cm	Human-associated	Freshwater	Between habitats	0.9004774578400168
Unweighted UniFrac	M11Fcsw	AQC4cm	Human-associated	Freshwater	Between habitats	0.9167584515590791
Unweighted UniFrac	M31Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	0.8440572220049085
Unweighted UniFrac	M11Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	0.7755018205027545
Unweighted UniFrac	F21Plmr	AQC4cm	Human-associated	Freshwater	Between habitats	0.7790523735111844
Unweighted UniFrac	M31Tong	AQC4cm	Human-associated	Freshwater	Between habitats	0.8180859018126999
Unweighted UniFrac	M11Tong	AQC4cm	Human-associated	Freshwater	Between habitats	0.6853713889496759
Unweighted UniFrac	LMEpi24M	AQC4cm	Freshwater	Freshwater	Within habitat	0.7454506972761068
Unweighted UniFrac	SLEpi20M	AQC4cm	Freshwater	Freshwater	Within habitat	0.7037551416305318
Unweighted UniFrac	AQC1cm	AQC4cm	Freshwater	Freshwater	Within habitat	0.4317705785634042
Unweighted UniFrac	CL3	AQC7cm	Soil	Freshwater	Between habitats	0.7242495156819306
Unweighted UniFrac	CC1	AQC7cm	Soil	Freshwater	Between habitats	0.7018190080795691
Unweighted UniFrac	SV1	AQC7cm	Soil	Freshwater	Between habitats	0.7525772550786395
Unweighted UniFrac	M31Fcsw	AQC7cm	Human-associated	Freshwater	Between habitats	0.8980843602151044
Unweighted UniFrac	M11Fcsw	AQC7cm	Human-associated	Freshwater	Between habitats	0.9100066092877107
Unweighted UniFrac	M31Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	0.846880508516629
Unweighted UniFrac	M11Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	0.7766645534632508
Unweighted UniFrac	F21Plmr	AQC7cm	Human-associated	Freshwater	Between habitats	0.7874512891455195
Unweighted UniFrac	M31Tong	AQC7cm	Human-associated	Freshwater	Between habitats	0.8348039873963554
Unweighted UniFrac	M11Tong	AQC7cm	Human-associated	Freshwater	Between habitats	0.6873918221254023
Unweighted UniFrac	LMEpi24M	AQC7cm	Freshwater	Freshwater	Within habitat	0.7405818046046072
Unweighted UniFrac	SLEpi20M	AQC7cm	Freshwater	Freshwater	Within habitat	0.7059273398719611
Unweighted UniFrac	AQC1cm	AQC7cm	Freshwater	Freshwater	Within habitat	0.4531556874421846
Unweighted UniFrac	AQC4cm	AQC7cm	Freshwater	Freshwater	Within habitat	0.38147172819647224
Unweighted UniFrac	CL3	NP2	Soil	Marine/estuarine	Between habitats	0.8553739585700573
Unweighted UniFrac	CC1	NP2	Soil	Marine/estuarine	Between habitats	0.8600089419957089
Unweighted UniFrac	SV1	NP2	Soil	Marine/estuarine	Between habitats	0.8512019143273104
Unweighted UniFrac	M31Fcsw	NP2	Human-associated	Marine/estuarine	Between habitats	0.8734254445958305
Unweighted UniFrac	M11Fcsw	NP2	Human-associated	Marine/estuarine	Between habitats	0.8832956298935097
Unweighted UniFrac	M31Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	0.8386748533683315
Unweighted UniFrac	M11Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	0.8090631691876081
Unweighted UniFrac	F21Plmr	NP2	Human-associated	Marine/estuarine	Between habitats	0.7870466708447622
Unweighted UniFrac	M31Tong	NP2	Human-associated	Marine/estuarine	Between habitats	0.7180037205842776
Unweighted UniFrac	M11Tong	NP2	Human-associated	Marine/estuarine	Between habitats	0.6611856779666664
Unweighted UniFrac	LMEpi24M	NP2	Freshwater	Marine/estuarine	Between habitats	0.728585208423482
Unweighted UniFrac	SLEpi20M	NP2	Freshwater	Marine/estuarine	Between habitats	0.6974465738934612
Unweighted UniFrac	AQC1cm	NP2	Freshwater	Marine/estuarine	Between habitats	0.695791605113083
Unweighted UniFrac	AQC4cm	NP2	Freshwater	Marine/estuarine	Between habitats	0.6880045033203321
Unweighted UniFrac	AQC7cm	NP2	Freshwater	Marine/estuarine	Between habitats	0.705958941593138
Unweighted UniFrac	CL3	NP3	Soil	Marine/estuarine	Between habitats	0.8678358714065314
Unweighted UniFrac	CC1	NP3	Soil	Marine/estuarine	Between habitats	0.869772800161858
Unweighted UniFrac	SV1	NP3	Soil	Marine/estuarine	Between habitats	0.848796973596372
Unweighted UniFrac	M31Fcsw	NP3	Human-associated	Marine/estuarine	Between habitats	0.8740097500212911
Unweighted UniFrac	M11Fcsw	NP3	Human-associated	Marine/estuarine	Between habitats	0.8857280954637055
Unweighted UniFrac	M31Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	0.8348021781083176
Unweighted UniFrac	M11Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	0.8029678235806961
Unweighted UniFrac	F21Plmr	NP3	Human-associated	Marine/estuarine	Between habitats	0.786287980660209
Unweighted UniFrac	M31Tong	NP3	Human-associated	Marine/estuarine	Between habitats	0.7125297655881947
Unweighted UniFrac	M11Tong	NP3	Human-associated	Marine/estuarine	Between habitats	0.7037475536772534
Unweighted UniFrac	LMEpi24M	NP3	Freshwater	Marine/estuarine	Between habitats	0.7626574697300049
Unweighted UniFrac	SLEpi20M	NP3	Freshwater	Marine/estuarine	Between habitats	0.7612962012018905
Unweighted UniFrac	AQC1cm	NP3	Freshwater	Marine/estuarine	Between habitats	0.7644080149721156
Unweighted UniFrac	AQC4cm	NP3	Freshwater	Marine/estuarine	Between habitats	0.7869891869882051
Unweighted UniFrac	AQC7cm	NP3	Freshwater	Marine/estuarine	Between habitats	0.8044943848584688
Unweighted UniFrac	NP2	NP3	Marine/estuarine	Marine/estuarine	Within habitat	0.5933940063658959
Unweighted UniFrac	CL3	NP5	Soil	Marine/estuarine	Between habitats	0.8796371015696572
Unweighted UniFrac	CC1	NP5	Soil	Marine/estuarine	Between habitats	0.8824494211599153
Unweighted UniFrac	SV1	NP5	Soil	Marine/estuarine	Between habitats	0.8671587076021081
Unweighted UniFrac	M31Fcsw	NP5	Human-associated	Marine/estuarine	Between habitats	0.8599405063928045
Unweighted UniFrac	M11Fcsw	NP5	Human-associated	Marine/estuarine	Between habitats	0.8688761601046543
Unweighted UniFrac	M31Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	0.8269856422025784
Unweighted UniFrac	M11Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	0.8025736260049274
Unweighted UniFrac	F21Plmr	NP5	Human-associated	Marine/estuarine	Between habitats	0.7909532336621873
Unweighted UniFrac	M31Tong	NP5	Human-associated	Marine/estuarine	Between habitats	0.6547710559912162
Unweighted UniFrac	M11Tong	NP5	Human-associated	Marine/estuarine	Between habitats	0.6983687507722838
Unweighted UniFrac	LMEpi24M	NP5	Freshwater	Marine/estuarine	Between habitats	0.760697867613053
Unweighted UniFrac	SLEpi20M	NP5	Freshwater	Marine/estuarine	Between habitats	0.7668660468124869
Unweighted UniFrac	AQC1cm	NP5	Freshwater	Marine/estuarine	Between habitats	0.7713609243643171
Unweighted UniFrac	AQC4cm	NP5	Freshwater	Marine/estuarine	Between habitats	0.7993845915793074
Unweighted UniFrac	AQC7cm	NP5	Freshwater	Marine/estuarine	Between habitats	0.8151623768359519
Unweighted UniFrac	NP2	NP5	Marine/estuarine	Marine/estuarine	Within habitat	0.5651887369451065
Unweighted UniFrac	NP3	NP5	Marine/estuarine	Marine/estuarine	Within habitat	0.539775702294079
Unweighted UniFrac	CL3	TRRsed1	Soil	Marine/estuarine	Between habitats	0.7866539513056247
Unweighted UniFrac	CC1	TRRsed1	Soil	Marine/estuarine	Between habitats	0.7771927034631996
Unweighted UniFrac	SV1	TRRsed1	Soil	Marine/estuarine	Between habitats	0.7718575555188579
Unweighted UniFrac	M31Fcsw	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.8894203218937606
Unweighted UniFrac	M11Fcsw	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.9064344217104436
Unweighted UniFrac	M31Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.8143797806993806
Unweighted UniFrac	M11Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.7568113295518836
Unweighted UniFrac	F21Plmr	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.7514166233317219
Unweighted UniFrac	M31Tong	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.7985595660459577
Unweighted UniFrac	M11Tong	TRRsed1	Human-associated	Marine/estuarine	Between habitats	0.6703714090189192
Unweighted UniFrac	LMEpi24M	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.8011329414545261
Unweighted UniFrac	SLEpi20M	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.7908757302140966
Unweighted UniFrac	AQC1cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.6970046069518968
Unweighted UniFrac	AQC4cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.7286530069438303
Unweighted UniFrac	AQC7cm	TRRsed1	Freshwater	Marine/estuarine	Between habitats	0.7283118876749718
Unweighted UniFrac	NP2	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	0.7116154721656972
Unweighted UniFrac	NP3	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	0.6824472541052337
Unweighted UniFrac	NP5	TRRsed1	Marine/estuarine	Marine/estuarine	Within habitat	0.7206782305547043
Unweighted UniFrac	CL3	TRRsed2	Soil	Marine/estuarine	Between habitats	0.7998514672131345
Unweighted UniFrac	CC1	TRRsed2	Soil	Marine/estuarine	Between habitats	0.7943866808376564
Unweighted UniFrac	SV1	TRRsed2	Soil	Marine/estuarine	Between habitats	0.8013846736327785
Unweighted UniFrac	M31Fcsw	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.9020742315820013
Unweighted UniFrac	M11Fcsw	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.9142130051176308
Unweighted UniFrac	M31Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.8248634249216579
Unweighted UniFrac	M11Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.7823395702815865
Unweighted UniFrac	F21Plmr	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.7682556804682401
Unweighted UniFrac	M31Tong	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.826035467817821
Unweighted UniFrac	M11Tong	TRRsed2	Human-associated	Marine/estuarine	Between habitats	0.7412649642840835
Unweighted UniFrac	LMEpi24M	TRRsed2	Freshwater	Marine/estuarine	Between habitats	0.8211498594507091
Unweighted UniFrac	SLEpi20M	TRRsed2	Freshwater	Marine/estuarine	Between habitats	0.8052674028682637
Unweighted UniFrac	AQC1cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	0.7502065415953078
Unweighted UniFrac	AQC4cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	0.7457525782582218
Unweighted UniFrac	AQC7cm	TRRsed2	Freshwater	Marine/estuarine	Between habitats	0.7516289674955973
Unweighted UniFrac	NP2	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	0.7407687437486022
Unweighted UniFrac	NP3	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	0.7250738313372546
Unweighted UniFrac	NP5	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	0.7679253967222713
Unweighted UniFrac	TRRsed1	TRRsed2	Marine/estuarine	Marine/estuarine	Within habitat	0.505980542804304
Unweighted UniFrac	CL3	TRRsed3	Soil	Marine/estuarine	Between habitats	0.7890420917644283
Unweighted UniFrac	CC1	TRRsed3	Soil	Marine/estuarine	Between habitats	0.7933719379022242
Unweighted UniFrac	SV1	TRRsed3	Soil	Marine/estuarine	Between habitats	0.7938570098159545
Unweighted UniFrac	M31Fcsw	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.8430346553731423
Unweighted UniFrac	M11Fcsw	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.861648286067644
Unweighted UniFrac	M31Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.8220031585957958
Unweighted UniFrac	M11Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.7721089710736148
Unweighted UniFrac	F21Plmr	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.7692732616015469
Unweighted UniFrac	M31Tong	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.8188452182338735
Unweighted UniFrac	M11Tong	TRRsed3	Human-associated	Marine/estuarine	Between habitats	0.7199169617886171
Unweighted UniFrac	LMEpi24M	TRRsed3	Freshwater	Marine/estuarine	Between habitats	0.8231131567159543
Unweighted UniFrac	SLEpi20M	TRRsed3	Freshwater	Marine/estuarine	Between habitats	0.8123332877972873
Unweighted UniFrac	AQC1cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	0.7219283746648937
Unweighted UniFrac	AQC4cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	0.7386510887508572
Unweighted UniFrac	AQC7cm	TRRsed3	Freshwater	Marine/estuarine	Between habitats	0.7397966537291221
Unweighted UniFrac	NP2	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.7636264655125908
Unweighted UniFrac	NP3	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.7546299816493243
Unweighted UniFrac	NP5	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.7915934097371272
Unweighted UniFrac	TRRsed1	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.5284268137586939
Unweighted UniFrac	TRRsed2	TRRsed3	Marine/estuarine	Marine/estuarine	Within habitat	0.48102841035152083
Unweighted UniFrac	CL3	TS28	Soil	Human-associated	Between habitats	0.8662436096364131
Unweighted UniFrac	CC1	TS28	Soil	Human-associated	Between habitats	0.8915627451031056
Unweighted UniFrac	SV1	TS28	Soil	Human-associated	Between habitats	0.8592883472177353
Unweighted UniFrac	M31Fcsw	TS28	Human-associated	Human-associated	Within habitat	0.5658690788676655
Unweighted UniFrac	M11Fcsw	TS28	Human-associated	Human-associated	Within habitat	0.6132419906714237
Unweighted UniFrac	M31Plmr	TS28	Human-associated	Human-associated	Within habitat	0.8087488821405994
Unweighted UniFrac	M11Plmr	TS28	Human-associated	Human-associated	Within habitat	0.8108867496263166
Unweighted UniFrac	F21Plmr	TS28	Human-associated	Human-associated	Within habitat	0.8114888016327101
Unweighted UniFrac	M31Tong	TS28	Human-associated	Human-associated	Within habitat	0.7426494573994518
Unweighted UniFrac	M11Tong	TS28	Human-associated	Human-associated	Within habitat	0.7730531143864644
Unweighted UniFrac	LMEpi24M	TS28	Freshwater	Human-associated	Between habitats	0.8166439383007686
Unweighted UniFrac	SLEpi20M	TS28	Freshwater	Human-associated	Between habitats	0.8298962178949609
Unweighted UniFrac	AQC1cm	TS28	Freshwater	Human-associated	Between habitats	0.8316805723593043
Unweighted UniFrac	AQC4cm	TS28	Freshwater	Human-associated	Between habitats	0.8685764938424859
Unweighted UniFrac	AQC7cm	TS28	Freshwater	Human-associated	Between habitats	0.8649408439241344
Unweighted UniFrac	NP2	TS28	Marine/estuarine	Human-associated	Between habitats	0.8324175009306083
Unweighted UniFrac	NP3	TS28	Marine/estuarine	Human-associated	Between habitats	0.831334642002369
Unweighted UniFrac	NP5	TS28	Marine/estuarine	Human-associated	Between habitats	0.815194948903209
Unweighted UniFrac	TRRsed1	TS28	Marine/estuarine	Human-associated	Between habitats	0.8501527118137268
Unweighted UniFrac	TRRsed2	TS28	Marine/estuarine	Human-associated	Between habitats	0.8631674308893401
Unweighted UniFrac	TRRsed3	TS28	Marine/estuarine	Human-associated	Between habitats	0.790922225635858
Unweighted UniFrac	CL3	TS29	Soil	Human-associated	Between habitats	0.8615045654190548
Unweighted UniFrac	CC1	TS29	Soil	Human-associated	Between habitats	0.8886332604038715
Unweighted UniFrac	SV1	TS29	Soil	Human-associated	Between habitats	0.8590322334757317
Unweighted UniFrac	M31Fcsw	TS29	Human-associated	Human-associated	Within habitat	0.5985099067779268
Unweighted UniFrac	M11Fcsw	TS29	Human-associated	Human-associated	Within habitat	0.6312831054037223
Unweighted UniFrac	M31Plmr	TS29	Human-associated	Human-associated	Within habitat	0.7928533546002873
Unweighted UniFrac	M11Plmr	TS29	Human-associated	Human-associated	Within habitat	0.8094804226517184
Unweighted UniFrac	F21Plmr	TS29	Human-associated	Human-associated	Within habitat	0.8132047782079109
Unweighted UniFrac	M31Tong	TS29	Human-associated	Human-associated	Within habitat	0.738020383187599
Unweighted UniFrac	M11Tong	TS29	Human-associated	Human-associated	Within habitat	0.7698629366335209
Unweighted UniFrac	LMEpi24M	TS29	Freshwater	Human-associated	Between habitats	0.7856390181073768
Unweighted UniFrac	SLEpi20M	TS29	Freshwater	Human-associated	Between habitats	0.8072629222446387
Unweighted UniFrac	AQC1cm	TS29	Freshwater	Human-associated	Between habitats	0.8175007663261831
Unweighted UniFrac	AQC4cm	TS29	Freshwater	Human-associated	Between habitats	0.8598832833391106
Unweighted UniFrac	AQC7cm	TS29	Freshwater	Human-associated	Between habitats	0.8663581183148915
Unweighted UniFrac	NP2	TS29	Marine/estuarine	Human-associated	Between habitats	0.8297175207076584
Unweighted UniFrac	NP3	TS29	Marine/estuarine	Human-associated	Between habitats	0.8344756940314609
Unweighted UniFrac	NP5	TS29	Marine/estuarine	Human-associated	Between habitats	0.818357704344966
Unweighted UniFrac	TRRsed1	TS29	Marine/estuarine	Human-associated	Between habitats	0.8613223445977873
Unweighted UniFrac	TRRsed2	TS29	Marine/estuarine	Human-associated	Between habitats	0.8735613706382261
Unweighted UniFrac	TRRsed3	TS29	Marine/estuarine	Human-associated	Between habitats	0.8104008631988707
