FeatureID	Phylum	Class	Order	Family	Genus	LineageKey	CompleteDepth	EqualSampleMean
OTU_2398	Chlorobi	Chlorobia	Chlorobiales	OPB56	Unknown genus	Chlorobi > Chlorobia > Chlorobiales > OPB56 > Unknown genus	4	2.9314802332616984e-6
OTU_5669	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Rhizomicrobium	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Rhizomicrobium	5	7.0439028841785015e-6
OTU_10915	Proteobacteria	Alphaproteobacteria	Rhodospirillales	DA111	Unknown genus	Proteobacteria > Alphaproteobacteria > Rhodospirillales > DA111 > Unknown genus	4	2.6465406435294815e-5
OTU_8014	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	8.380052123924211e-7
OTU_8789	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	GR-WP33-58	Unknown genus	Proteobacteria > Deltaproteobacteria > Desulfuromonadales > GR-WP33-58 > Unknown genus	4	5.474123780874011e-6
OTU_3815	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Unknown genus	Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Unknown genus	4	6.379023458718038e-5
OTU_6284	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus	4	2.4794163638433235e-5
OTU_2992	Planctomycetes	OM190	Unknown order	Unknown family	Unknown genus	Planctomycetes > OM190 > Unknown order > Unknown family > Unknown genus	2	3.802186924205707e-5
OTU_7527	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	WCHB1-69	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > WCHB1-69 > Unknown genus	4	2.4258415012918475e-6
OTU_8536	Actinobacteria	Thermoleophilia	Gaiellales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus	3	1.0569425722616715e-5
OTU_5613	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	5.851340834752284e-7
OTU_13377	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Proteobacteria > Deltaproteobacteria > Bdellovibrionales > Bdellovibrionaceae > Bdellovibrio	5	2.449566413632776e-6
OTU_5672	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Isosphaera	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Isosphaera	5	1.974175962755586e-6
OTU_1877	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Euryarchaeota > Methanobacteria > Methanobacteriales > Methanobacteriaceae > Methanobacterium	5	5.900667713780935e-6
OTU_7027	Acidobacteria	Acidobacteria	Subgroup 4	Unknown family	Blastocatella	Acidobacteria > Acidobacteria > Subgroup 4 > Unknown family > Blastocatella	3	2.4937463175044517e-5
OTU_5127	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Ferribacterium	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Ferribacterium	5	6.097552281223639e-5
OTU_11753	Chloroflexi	Thermomicrobia	JG30-KF-CM45	Unknown family	Unknown genus	Chloroflexi > Thermomicrobia > JG30-KF-CM45 > Unknown family > Unknown genus	3	1.4110164295150114e-5
OTU_13230	Actinobacteria	Nitriliruptoria	Nitriliruptorales	Nitriliruptoraceae	Nitriliruptor	Actinobacteria > Nitriliruptoria > Nitriliruptorales > Nitriliruptoraceae > Nitriliruptor	5	2.724167103824484e-5
OTU_7555	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unknown genus	Proteobacteria > Alphaproteobacteria > Caulobacterales > Caulobacteraceae > Unknown genus	4	9.160697829998878e-6
OTU_9056	Actinobacteria	Acidimicrobiia	Acidimicrobiales	OM1 clade	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > OM1 clade > Unknown genus	4	1.750675936607465e-5
OTU_9667	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Verrucomicrobia > Opitutae > Opitutales > Opitutaceae > Opitutus	5	1.870194946486437e-5
OTU_10796	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Sva0996 marine group	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Sva0996 marine group > Unknown genus	4	3.794115781901003e-5
OTU_13475	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Unknown genus	Chloroflexi > Caldilineae > Caldilineales > Caldilineaceae > Unknown genus	4	1.207529371540259e-5
OTU_7930	Acidobacteria	Acidobacteria	Subgroup 4	Unknown family	Blastocatella	Acidobacteria > Acidobacteria > Subgroup 4 > Unknown family > Blastocatella	3	1.011063812258829e-4
OTU_2025	Acidobacteria	Acidobacteria	Subgroup 18	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 18 > Unknown family > Unknown genus	3	4.930301958885401e-5
OTU_7031	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Unknown genus	Actinobacteria > Actinobacteria > Frankiales > Geodermatophilaceae > Unknown genus	4	2.4253682988616512e-5
OTU_7719	Acidobacteria	Acidobacteria	Subgroup 3	Unknown family	Bryobacter	Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Bryobacter	3	7.424212700377284e-6
OTU_7642	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	2.553709943160505e-6
OTU_1609	Chloroflexi	Ktedonobacteria	Ktedonobacterales	HSB OF53-F07	Unknown genus	Chloroflexi > Ktedonobacteria > Ktedonobacterales > HSB OF53-F07 > Unknown genus	4	3.8108958884244015e-5
OTU_6781	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus	4	2.0462170157298692e-6
OTU_8837	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	2.4942777062951067e-5
OTU_7202	Planctomycetes	OM190	Unknown order	Unknown family	Unknown genus	Planctomycetes > OM190 > Unknown order > Unknown family > Unknown genus	2	2.536053938819457e-5
OTU_4344	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Unknown genus	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhodobiaceae > Unknown genus	4	6.21932131207353e-5
OTU_7102	Actinobacteria	Thermoleophilia	Gaiellales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus	3	1.4146778543608976e-6
OTU_6258	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Chloroflexi > Chloroflexia > Chloroflexales > Roseiflexaceae > Roseiflexus	5	1.1681565746492536e-5
OTU_14140	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	3.165198014787805e-7
OTU_11482	Planctomycetes	OM190	Unknown order	Unknown family	Unknown genus	Planctomycetes > OM190 > Unknown order > Unknown family > Unknown genus	2	5.448673129778442e-5
OTU_1241	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus	4	4.078662636361419e-5
OTU_13446	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Proteobacteria > Deltaproteobacteria > Myxococcales > Polyangiaceae > Sorangium	5	8.708379407179341e-6
OTU_10315	Armatimonadetes	Unknown class	Unknown order	Unknown family	Unknown genus	Armatimonadetes > Unknown class > Unknown order > Unknown family > Unknown genus	1	1.6499300764229296e-5
OTU_10428	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	1.2099230264868347e-5
OTU_13002	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	8.524713143402725e-7
OTU_7612	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Phaeodactylibacter	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Saprospiraceae > Phaeodactylibacter	5	4.897925098851189e-5
OTU_5427	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Unknown genus	Firmicutes > Negativicutes > Selenomonadales > Acidaminococcaceae > Unknown genus	4	2.9453071463830853e-6
OTU_12941	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Proteobacteria > Alphaproteobacteria > Caulobacterales > Caulobacteraceae > Caulobacter	5	1.7219288974512134e-5
OTU_10258	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	9.270659713143935e-6
OTU_13572	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unknown genus	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus	4	4.341608859128621e-6
OTU_5076	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Rhizomicrobium	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Rhizomicrobium	5	1.0633688910309891e-5
OTU_7692	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfatitalea	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobacteraceae > Desulfatitalea	5	1.2134624165924135e-4
OTU_13305	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobulbaceae > Desulfobulbus	5	1.359507362535501e-4
OTU_7422	Acidobacteria	Subgroup 26	Unknown order	Unknown family	Unknown genus	Acidobacteria > Subgroup 26 > Unknown order > Unknown family > Unknown genus	2	3.806331262480028e-5
OTU_785	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Acidibacter	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadales Incertae Sedis > Acidibacter	5	7.347886764549927e-5
OTU_7379	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12 marine group	Unknown genus	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > NS11-12 marine group > Unknown genus	4	4.0768405083106564e-5
OTU_7643	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	Chloroflexi > Thermomicrobia > Sphaerobacterales > Sphaerobacteraceae > Nitrolancea	5	8.116437414968965e-6
OTU_10489	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Unknown genus	Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Unknown genus	4	1.2259757415502444e-5
OTU_11987	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	7.078783928200265e-6
OTU_8075	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	4.05805977942946e-6
OTU_373	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Solimonadaceae	Fontimonas	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Solimonadaceae > Fontimonas	5	4.781377189379031e-5
OTU_9866	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Unknown family	Unknown genus	Proteobacteria > Deltaproteobacteria > Sh765B-TzT-29 > Unknown family > Unknown genus	3	1.3664807079131535e-5
OTU_3503	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	4.535245829428377e-5
OTU_3752	Acidobacteria	Acidobacteria	Subgroup 4	Unknown family	Blastocatella	Acidobacteria > Acidobacteria > Subgroup 4 > Unknown family > Blastocatella	3	2.8014886032588234e-5
OTU_8609	Lentisphaerae	DEV055	Unknown order	Unknown family	Unknown genus	Lentisphaerae > DEV055 > Unknown order > Unknown family > Unknown genus	2	9.625280763976618e-6
OTU_1901	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	GKS98 freshwater group	Proteobacteria > Betaproteobacteria > Burkholderiales > Alcaligenaceae > GKS98 freshwater group	5	1.6950646253444126e-4
OTU_8212	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Sphingomonas	5	1.275313832711595e-4
OTU_12453	Firmicutes	Clostridia	D8A-2	Unknown family	Unknown genus	Firmicutes > Clostridia > D8A-2 > Unknown family > Unknown genus	3	7.564071283292213e-6
OTU_9257	Cyanobacteria	Cyanobacteria	SubsectionIV	FamilyI	Unknown genus	Cyanobacteria > Cyanobacteria > SubsectionIV > FamilyI > Unknown genus	4	1.9199728784558645e-5
OTU_1353	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus	4	1.3463954463822084e-4
OTU_4042	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unknown genus	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Unknown genus	4	1.429589098123628e-5
OTU_13948	Chlorobi	Ignavibacteria	Ignavibacteriales	BSV26	Unknown genus	Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus	4	5.741054811200518e-6
OTU_9557	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	6.524981357196121e-6
OTU_11778	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Unknown family	Unknown genus	Armatimonadetes > Chthonomonadetes > Chthonomonadales > Unknown family > Unknown genus	3	3.2079330989357993e-6
OTU_3875	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	Actinobacteria > Rubrobacteria > Rubrobacterales > Rubrobacteriaceae > Rubrobacter	5	1.607731096688461e-5
OTU_1596	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Gemmata	5	3.813443960709134e-5
OTU_4329	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	3.940589707228894e-5
OTU_2561	Bacteroidetes	WCHB1-32	Unknown order	Unknown family	Unknown genus	Bacteroidetes > WCHB1-32 > Unknown order > Unknown family > Unknown genus	2	1.8899862937041669e-4
OTU_6715	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Unknown genus	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus	4	3.3553234868979356e-5
OTU_6034	Omnitrophica	NPL-UPA2	Unknown order	Unknown family	Unknown genus	Omnitrophica > NPL-UPA2 > Unknown order > Unknown family > Unknown genus	2	3.5339164901935844e-5
OTU_2039	Acidobacteria	Acidobacteria	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Unknown genus	Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Unknown genus	4	2.997939426530869e-5
OTU_9895	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus	4	5.520863815456291e-6
OTU_3065	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	2.653835874992995e-5
OTU_3171	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	Proteobacteria > Alphaproteobacteria > Rhizobiales > Xanthobacteraceae > Pseudolabrys	5	1.7902081800137955e-4
OTU_7621	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Unknown family	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Unknown family > Unknown genus	3	9.91817475923062e-6
OTU_11873	Proteobacteria	Deltaproteobacteria	Sva0485	Unknown family	Unknown genus	Proteobacteria > Deltaproteobacteria > Sva0485 > Unknown family > Unknown genus	3	1.2293410393379452e-5
OTU_8377	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria Incertae Sedis	Syntrophorhabdaceae	Syntrophorhabdus	Proteobacteria > Deltaproteobacteria > Deltaproteobacteria Incertae Sedis > Syntrophorhabdaceae > Syntrophorhabdus	5	4.487637185216405e-6
OTU_10014	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unknown family	Unknown genus	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Unknown family > Unknown genus	3	1.9976205401639626e-5
OTU_11439	Actinobacteria	Thermoleophilia	Gaiellales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus	3	5.9224345705538165e-5
OTU_3515	Chlorobi	Ignavibacteria	Ignavibacteriales	BSV26	Unknown genus	Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus	4	4.641232052506262e-5
OTU_8713	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	9.31114417443234e-6
OTU_11740	Actinobacteria	Thermoleophilia	Gaiellales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus	3	2.6500106693225867e-6
OTU_7888	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Unknown genus	Actinobacteria > Coriobacteriia > Coriobacteriales > Coriobacteriaceae > Unknown genus	4	5.440945736989285e-5
OTU_1546	Acidobacteria	Acidobacteria	Subgroup 4	Unknown family	Blastocatella	Acidobacteria > Acidobacteria > Subgroup 4 > Unknown family > Blastocatella	3	2.174083590045016e-4
OTU_7111	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	2.475404546820717e-6
OTU_6535	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Unknown family	Unknown genus	Proteobacteria > Deltaproteobacteria > Sh765B-TzT-29 > Unknown family > Unknown genus	3	4.524306428553023e-6
OTU_3462	Bacteroidetes	Bacteroidetes vadinHA17	Unknown order	Unknown family	Unknown genus	Bacteroidetes > Bacteroidetes vadinHA17 > Unknown order > Unknown family > Unknown genus	2	1.003582007912933e-4
OTU_12502	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Unknown genus	Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Unknown genus	4	1.4096680953403614e-5
OTU_5967	Planctomycetes	Phycisphaerae	WD2101 soil group	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus	3	1.1863431276539222e-5
OTU_8395	Chlorobi	Chlorobia	Chlorobiales	OPB56	Unknown genus	Chlorobi > Chlorobia > Chlorobiales > OPB56 > Unknown genus	4	8.17831308738064e-6
OTU_6356	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Pirellula	5	8.742161637529013e-6
OTU_9073	Planctomycetes	Phycisphaerae	S15A-MN16	Unknown family	Unknown genus	Planctomycetes > Phycisphaerae > S15A-MN16 > Unknown family > Unknown genus	3	1.0779322787119123e-5
OTU_6883	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	7.237673912822461e-6
OTU_10851	Chloroflexi	Unknown class	Unknown order	Unknown family	Unknown genus	Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus	1	2.991095641740605e-6
OTU_174	Actinobacteria	Thermoleophilia	Gaiellales	Unknown family	Unknown genus	Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus	3	9.419003363573182e-5
OTU_7740	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Acidimicrobiaceae > Unknown genus	4	5.1059011301167865e-6
OTU_11426	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Unknown family	Unknown genus	Armatimonadetes > Chthonomonadetes > Chthonomonadales > Unknown family > Unknown genus	3	1.3803035270745876e-5
OTU_522	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfocapsa	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobulbaceae > Desulfocapsa	5	6.141968975722137e-5
OTU_7794	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Unknown genus	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhodobiaceae > Unknown genus	4	7.066973942530702e-5
OTU_6623	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Gemmata	5	4.8452498514584406e-5
OTU_7749	Chloroflexi	JG30-KF-CM66	Unknown order	Unknown family	Unknown genus	Chloroflexi > JG30-KF-CM66 > Unknown order > Unknown family > Unknown genus	2	6.019626587114925e-5
OTU_10537	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	Planctomycetes > Phycisphaerae > Phycisphaerales > Phycisphaeraceae > SM1A02	5	1.5465850221497597e-6
OTU_6416	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium	Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Rhodomicrobium	5	2.1462315936424187e-5
OTU_3246	Acidobacteria	Acidobacteria	Subgroup 4	Unknown family	Blastocatella	Acidobacteria > Acidobacteria > Subgroup 4 > Unknown family > Blastocatella	3	6.117795230974339e-5
OTU_13915	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Unknown genus	Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Unknown genus	4	3.2221709520340235e-6
OTU_7459	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Leptolinea	5	4.478267704487039e-6
OTU_4911	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Illumatobacter	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Acidimicrobiaceae > Illumatobacter	5	1.4075368609493905e-4
OTU_11249	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Pirellula	5	1.4203027567667492e-5
OTU_4834	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	3.919078950169506e-6
OTU_3511	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus	4	1.775156392931995e-4
OTU_509	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiaceae	Halanaerobium	Firmicutes > Clostridia > Halanaerobiales > Halanaerobiaceae > Halanaerobium	5	4.317186755308099e-4
OTU_3681	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella	Bacteroidetes > Cytophagia > Cytophagales > Flammeovirgaceae > Reichenbachiella	5	1.5825964905866882e-5
OTU_11168	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Unknown genus	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus	4	1.838337785092373e-5
OTU_6805	Verrucomicrobia	OPB35 soil group	Unknown order	Unknown family	Unknown genus	Verrucomicrobia > OPB35 soil group > Unknown order > Unknown family > Unknown genus	2	1.864232426917104e-5
OTU_6702	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Unknown genus	Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus	4	1.2122640942790463e-5
OTU_11983	Acidobacteria	Acidobacteria	Subgroup 25	Unknown family	Unknown genus	Acidobacteria > Acidobacteria > Subgroup 25 > Unknown family > Unknown genus	3	3.1374875423083885e-6
OTU_4924	Acidobacteria	Acidobacteria	Subgroup 4	Unknown family	Blastocatella	Acidobacteria > Acidobacteria > Subgroup 4 > Unknown family > Blastocatella	3	4.095005860957884e-5
OTU_1376	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Gemmata	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Gemmata	5	1.983993982463461e-5
OTU_11659	Unknown phylum	Unknown class	Unknown order	Unknown family	Unknown genus	Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus	0	1.1012227727380355e-5
OTU_14278	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	Roseiflexus	Chloroflexi > Chloroflexia > Chloroflexales > Roseiflexaceae > Roseiflexus	5	4.289149152162448e-6
OTU_11349	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Bauldia	5	3.9489353535300536e-5
OTU_13050	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Unknown genus	Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Unknown genus	4	3.0658491955029065e-5
OTU_4040	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	Unknown genus	Proteobacteria > Deltaproteobacteria > Myxococcales > BIrii41 > Unknown genus	4	3.988037749282132e-6
OTU_7061	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Unknown genus	Actinobacteria > Acidimicrobiia > Acidimicrobiales > Acidimicrobiaceae > Unknown genus	4	1.7946575992532717e-6
OTU_14096	Hydrogenedentes	Unknown class	Unknown order	Unknown family	Unknown genus	Hydrogenedentes > Unknown class > Unknown order > Unknown family > Unknown genus	1	2.5281387655260196e-6
OTU_2677	Actinobacteria	Thermoleophilia	Solirubrobacterales	0319-6M6	Unknown genus	Actinobacteria > Thermoleophilia > Solirubrobacterales > 0319-6M6 > Unknown genus	4	4.576424129897149e-6
OTU_13909	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Anaerolinea	5	2.854759040159478e-6
