LineageRank	LineageKey	Phylum	Class	Order	Family	Genus	FeatureCount	EqualSampleMean	PooledReadFraction
242	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Flavitalea	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavitalea	5	2.4082351529767032e-4	2.4325942938993746e-4
243	Proteobacteria > Alphaproteobacteria > Rhizobiales > Phyllobacteriaceae > Hoeflea	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Hoeflea	1	2.3888368841033894e-4	2.1115412398821983e-4
244	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Bellilinea	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Bellilinea	7	2.369764614010908e-4	2.1979786005791303e-4
245	Proteobacteria > Alphaproteobacteria > Caulobacterales > Caulobacteraceae > Caulobacter	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	7	2.3653756509690413e-4	2.3276346416245284e-4
246	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Aequorivita	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aequorivita	1	2.3490763354722024e-4	2.10536714268956e-4
247	Bacteroidetes > Bacteroidia > Bacteroidales > Marinilabiaceae > Alkaliflexus	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Alkaliflexus	1	2.277054502740818e-4	1.85840325498404e-4
248	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Muriicola	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Muriicola	2	2.223796315144218e-4	1.907796032525144e-4
249	Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Filomicrobium	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium	3	2.2216948096601767e-4	1.895447838139868e-4
250	Proteobacteria > Deltaproteobacteria > Desulfovibrionales > Desulfomicrobiaceae > Desulfomicrobium	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	3	2.2167270797304116e-4	2.5005093630183926e-4
251	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Singulisphaera	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Singulisphaera	17	2.2029323013420665e-4	2.0930189483042843e-4
252	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Pseudofulvimonas	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudofulvimonas	5	2.200880795129998e-4	2.2720677668907865e-4
253	Firmicutes > Bacilli > Bacillales > Alicyclobacillaceae > Tumebacillus	Firmicutes	Bacilli	Bacillales	Alicyclobacillaceae	Tumebacillus	7	2.1238980020090245e-4	1.7472695055165558e-4
254	Actinobacteria > Actinobacteria > Streptomycetales > Streptomycetaceae > Streptomyces	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	8	2.117409724671023e-4	2.1732822118085784e-4
255	Proteobacteria > Gammaproteobacteria > Pseudomonadales > Moraxellaceae > Perlucidibaca	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Perlucidibaca	7	2.111809891987388e-4	3.012959430007347e-4
256	Proteobacteria > Deltaproteobacteria > Desulfovibrionales > Desulfovibrionaceae > Desulfovibrio	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	7	2.1016288177131694e-4	1.895447838139868e-4
257	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Propionivibrio	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Propionivibrio	2	2.0854646270663786e-4	2.0930189483042843e-4
258	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Sunxiuqinia	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Sunxiuqinia	2	2.0766317028570423e-4	1.6670062420122617e-4
259	Proteobacteria > Gammaproteobacteria > Alteromonadales > Idiomarinaceae > Aliidiomarina	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	1	2.072915086202557e-4	1.7843140886723838e-4
260	Proteobacteria > Alphaproteobacteria > Rhizobiales > Bradyrhizobiaceae > Salinarimonas	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Salinarimonas	1	2.038061737595143e-4	2.1115412398821983e-4
261	Actinobacteria > Nitriliruptoria > Euzebyales > Euzebyaceae > Euzebya	Actinobacteria	Nitriliruptoria	Euzebyales	Euzebyaceae	Euzebya	8	2.0117700491380385e-4	2.1918045033864924e-4
262	Actinobacteria > Actinobacteria > Pseudonocardiales > Pseudonocardiaceae > Pseudonocardia	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	3	1.9734866617585273e-4	1.9818851988368002e-4
263	Bacteroidetes > Bacteroidia > Bacteroidales > Marinilabiaceae > Mangroviflexus	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Mangroviflexus	13	1.9557256985722584e-4	2.018929781992628e-4
264	Proteobacteria > Gammaproteobacteria > Cellvibrionales > Cellvibrionaceae > Marinimicrobium	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Marinimicrobium	1	1.9522851561634845e-4	1.6176134644711577e-4
265	Actinobacteria > Actinobacteria > Micrococcales > Microbacteriaceae > Agromyces	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Agromyces	4	1.949514207127375e-4	2.025103879185266e-4
266	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Arcicella	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Arcicella	1	1.9355724035871589e-4	1.7534436027091937e-4
267	Actinobacteria > Actinobacteria > Frankiales > Cryptosporangiaceae > Fodinicola	Actinobacteria	Actinobacteria	Frankiales	Cryptosporangiaceae	Fodinicola	1	1.925968274710595e-4	1.907796032525144e-4
268	Proteobacteria > Gammaproteobacteria > Enterobacteriales > Enterobacteriaceae > Klebsiella	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	1	1.9107344986865382e-4	1.975711101644162e-4
269	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Azonexus	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azonexus	1	1.9037266561224274e-4	1.901621935332506e-4
270	Verrucomicrobia > Spartobacteria > Chthoniobacterales > Xiphinematobacteraceae > Candidatus Xiphinematobacter	Verrucomicrobia	Spartobacteria	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	5	1.902636275930967e-4	1.913970129717782e-4
271	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Xanthomonas	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	3	1.8703809559754235e-4	2.0004074904147142e-4
272	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Nordella	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	3	1.859353950941109e-4	1.8337068662134878e-4
273	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobacteraceae > SEEP-SRB1	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1	4	1.8488980330725599e-4	1.5867429785079677e-4
274	Thermotogae > Thermotogae > Thermotogales > Thermotogaceae > GAL15	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	GAL15	13	1.8279786469017496e-4	2.3214605444318905e-4
275	Bacteroidetes > Bacteroidia > Bacteroidales > Marinilabiaceae > Carboxylicivirga	Bacteroidetes	Bacteroidia	Bacteroidales	Marinilabiaceae	Carboxylicivirga	2	1.8178311986596365e-4	1.913970129717782e-4
276	Proteobacteria > Gammaproteobacteria > Chromatiales > Chromatiaceae > Nitrosococcus	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus	6	1.7973427381299563e-4	1.7163990195533658e-4
277	Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Ornatilinea	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea	7	1.7880744190103913e-4	1.7534436027091937e-4
278	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Parasegetibacter	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Parasegetibacter	2	1.7673198173290424e-4	1.6978767279754518e-4
279	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Salegentibacter	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	2	1.7559704286424112e-4	1.5867429785079677e-4
280	Euryarchaeota > Methanomicrobia > Methanosarcinales > Methanosarcinaceae > Methanosarcina	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	4	1.7499338376007151e-4	1.7534436027091937e-4
281	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Mangrovimonas	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Mangrovimonas	1	1.7495406245139663e-4	1.7657917970944698e-4
282	Proteobacteria > Gammaproteobacteria > Thiotrichales > Thiotrichaceae > Beggiatoa	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Beggiatoa	2	1.7242522048066433e-4	1.3150827020318954e-4
283	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadales Incertae Sedis > Steroidobacter	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Steroidobacter	6	1.7115676240556183e-4	1.691702630782814e-4
284	Proteobacteria > Betaproteobacteria > Burkholderiales > Alcaligenaceae > GKS98 freshwater group	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	GKS98 freshwater group	1	1.6950646253444126e-4	1.5867429785079677e-4
285	Firmicutes > Clostridia > Clostridiales > Peptostreptococcaceae > Sporacetigenium	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Sporacetigenium	1	1.693683433975106e-4	2.1979786005791303e-4
286	Planctomycetes > Phycisphaerae > Phycisphaerales > Phycisphaeraceae > CL500-3	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	6	1.6924748789604607e-4	1.6052652700858816e-4
287	Proteobacteria > Deltaproteobacteria > Myxococcales > Polyangiaceae > Byssovorax	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Byssovorax	8	1.6836474978914007e-4	1.7163990195533658e-4
288	Proteobacteria > Deltaproteobacteria > Bdellovibrionales > Bdellovibrionaceae > Bdellovibrio	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	22	1.6713038310073783e-4	1.741095408323918e-4
289	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Flavihumibacter	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Flavihumibacter	3	1.666912728593773e-4	1.821358671828212e-4
290	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 12	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 12	8	1.6101331318297947e-4	1.6114393672785198e-4
291	Bacteroidetes > Cytophagia > Cytophagales > Flammeovirgaceae > Flexithrix	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flexithrix	2	1.6032229740680512e-4	1.3829977711509134e-4
292	Synergistetes > Synergistia > Synergistales > Synergistaceae > Thermovirga	Synergistetes	Synergistia	Synergistales	Synergistaceae	Thermovirga	1	1.600302956282184e-4	1.3891718683435515e-4
293	Firmicutes > Clostridia > Clostridiales > Ruminococcaceae > [Eubacterium] coprostanoligenes group	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	[Eubacterium] coprostanoligenes group	1	1.5861428309282605e-4	1.944840615680972e-4
294	Proteobacteria > Alphaproteobacteria > Rhizobiales > Hyphomicrobiaceae > Rhodomicrobium	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Rhodomicrobium	7	1.5643649645285631e-4	1.5743947841226916e-4
295	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiaceae > Ensifer	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	2	1.5611544091828256e-4	1.3768236739582755e-4
296	Bacteroidetes > Bacteroidia > Bacteroidia Incertae Sedis > Draconibacteriaceae > Draconibacterium	Bacteroidetes	Bacteroidia	Bacteroidia Incertae Sedis	Draconibacteriaceae	Draconibacterium	4	1.5395747487352636e-4	1.3706495767656376e-4
297	Actinobacteria > Actinobacteria > Frankiales > Frankiaceae > Jatrophihabitans	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	6	1.5191185383228977e-4	1.5064797150036736e-4
298	Chloroflexi > Chloroflexia > Chloroflexales > Oscillochloridaceae > Oscillochloris	Chloroflexi	Chloroflexia	Chloroflexales	Oscillochloridaceae	Oscillochloris	10	1.4847299482378663e-4	1.4447387430772935e-4
299	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobacteraceae > Desulfobacterium	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	5	1.477073415425681e-4	1.4509128402699317e-4
300	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Lacibacter	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Lacibacter	4	1.46113071048857e-4	1.5682206869300537e-4
301	Proteobacteria > Betaproteobacteria > Burkholderiales > Oxalobacteraceae > Undibacterium	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	2	1.455728863726143e-4	1.6176134644711577e-4
302	Proteobacteria > Alphaproteobacteria > Caulobacterales > Hyphomonadaceae > Hyphomonas	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas	1	1.4424932757384115e-4	1.4015200627288274e-4
303	Proteobacteria > Gammaproteobacteria > Alteromonadales > Shewanellaceae > Shewanella	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	2	1.4393970261111137e-4	1.4262164514993795e-4
304	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Ohtaekwangia	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Ohtaekwangia	5	1.4379018091709292e-4	1.6361357560490717e-4
305	Verrucomicrobia > Opitutae > Opitutales > Opitutaceae > Alterococcus	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Alterococcus	3	1.4371009361755592e-4	1.4138682571141034e-4
306	Proteobacteria > Alphaproteobacteria > Sphingomonadales > Sphingomonadaceae > Polymorphobacter	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter	1	1.405213342918846e-4	1.4570869374625696e-4
307	Cyanobacteria > Cyanobacteria > SubsectionI > FamilyI > Prochlorococcus	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	Prochlorococcus	5	1.3918183836267517e-4	1.3336049936098093e-4
308	Proteobacteria > Betaproteobacteria > Rhodocyclales > Rhodocyclaceae > Azospira	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Azospira	5	1.3745480487003189e-4	1.5311761037742257e-4
309	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiaceae > Shinella	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Shinella	1	1.3498137205293466e-4	1.4015200627288274e-4
310	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Hoppeia	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Hoppeia	3	1.348544612034004e-4	1.2039489525644112e-4
311	Proteobacteria > Gammaproteobacteria > Thiotrichales > Piscirickettsiaceae > Methylophaga	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Methylophaga	3	1.3366383577378103e-4	1.1730784666012212e-4
312	Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Labrenzia	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	2	1.3366076067946358e-4	1.1422079806380313e-4
313	Proteobacteria > Alphaproteobacteria > Rhizobiales > Methylobacteriaceae > Microvirga	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	5	1.334290767178736e-4	1.3274308964171714e-4
314	Armatimonadetes > Chthonomonadetes > Chthonomonadales > Chthonomonadaceae > Chthonomonas	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas	10	1.3265283089633001e-4	1.3150827020318954e-4
315	Proteobacteria > Epsilonproteobacteria > Campylobacterales > Campylobacteraceae > Arcobacter	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	4	1.3116935670038005e-4	9.56985064858891e-5
316	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Dokdonella	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Dokdonella	6	1.30691457325711e-4	1.3768236739582755e-4
317	Actinobacteria > Actinobacteria > Micrococcales > Microbacteriaceae > Microbacterium	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	1	1.29400145523371e-4	1.1298597862527552e-4
318	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Phormidium	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Phormidium	7	1.2924549087969467e-4	1.4879574234257596e-4
319	Actinobacteria > Actinobacteria > Pseudonocardiales > Pseudonocardiaceae > Saccharopolyspora	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	1	1.2778812790838746e-4	1.1236856890601172e-4
320	Bacteroidetes > Cytophagia > Cytophagales > Cytophagaceae > Hymenobacter	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	4	1.2732911345914852e-4	1.4076941599214655e-4
321	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiaceae > Neorhizobium	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Neorhizobium	1	1.271566077835502e-4	1.4509128402699317e-4
322	Proteobacteria > Betaproteobacteria > Burkholderiales > Burkholderiaceae > Lautropia	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	3	1.2473657257277385e-4	1.4509128402699317e-4
323	Firmicutes > Bacilli > Bacillales > Bacillaceae > Halobacillus	Firmicutes	Bacilli	Bacillales	Bacillaceae	Halobacillus	1	1.2252904826854315e-4	9.69333259244167e-5
324	Cyanobacteria > Cyanobacteria > SubsectionIII > FamilyI > Leptolyngbya	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	Leptolyngbya	20	1.2207574344829194e-4	1.3274308964171714e-4
325	Euryarchaeota > Methanomicrobia > Methanosarcinales > GOM Arc I > Candidatus Methanoperedens	Euryarchaeota	Methanomicrobia	Methanosarcinales	GOM Arc I	Candidatus Methanoperedens	3	1.1862217060371374e-4	1.3274308964171714e-4
326	Proteobacteria > Gammaproteobacteria > Xanthomonadales > Xanthomonadaceae > Stenotrophomonas	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	5	1.1633669644120534e-4	1.3336049936098093e-4
327	Proteobacteria > Deltaproteobacteria > Desulfuromonadales > Desulfuromonadaceae > Pelobacter	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	2	1.1583194760004769e-4	9.69333259244167e-5
328	Proteobacteria > Betaproteobacteria > Nitrosomonadales > Gallionellaceae > Gallionella	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Gallionellaceae	Gallionella	3	1.1525531791647703e-4	1.0063778423999951e-4
329	Bacteroidetes > Flavobacteriia > Flavobacteriales > Cryomorphaceae > Fluviicola	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	9	1.1440486591480448e-4	1.1669043694085833e-4
330	Bacteroidetes > Cytophagia > Cytophagales > Cyclobacteriaceae > Cyclobacterium	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	3	1.1300890457142125e-4	9.56985064858891e-5
331	Firmicutes > Clostridia > Clostridiales > Syntrophomonadaceae > Dethiobacter	Firmicutes	Clostridia	Clostridiales	Syntrophomonadaceae	Dethiobacter	3	1.1237691513564203e-4	9.75507356436805e-5
332	Proteobacteria > Alphaproteobacteria > Rhizobiales > Phyllobacteriaceae > Aminobacter	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Aminobacter	3	1.1167714060833048e-4	1.0619447171337372e-4
333	Proteobacteria > Gammaproteobacteria > Pseudomonadales > Pseudomonadaceae > Azotobacter	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	1	1.1118415448735147e-4	7.532398575018368e-5
334	Proteobacteria > Betaproteobacteria > Nitrosomonadales > Nitrosomonadaceae > Nitrosospira	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	1	1.0701203548642536e-4	1.1422079806380313e-4
335	Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Rubribacterium	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubribacterium	6	1.0685986143388355e-4	9.56985064858891e-5
336	Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Pir2 lineage	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir2 lineage	5	1.0650558313065205e-4	1.2595158272981534e-4
337	Proteobacteria > Betaproteobacteria > Burkholderiales > Comamonadaceae > Aquincola	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola	1	1.0631850316136379e-4	1.0928152030969271e-4
338	Bacteroidetes > Flavobacteriia > Flavobacteriales > Flavobacteriaceae > Ulvibacter	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Ulvibacter	2	1.061063463362454e-4	8.45851315391407e-5
339	Actinobacteria > Actinobacteria > Propionibacteriales > Nocardioidaceae > Aeromicrobium	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	1	1.0610421881895e-4	1.0928152030969271e-4
340	Bacteroidetes > Bacteroidia > Bacteroidales > Rikenellaceae > Blvii28 wastewater-sludge group	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Blvii28 wastewater-sludge group	11	1.0526748174293574e-4	1.0928152030969271e-4
341	Acidobacteria > Holophagae > Holophagales > Holophagaceae > Geothrix	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix	6	1.0441919794154246e-4	1.1236856890601172e-4
342	Bacteroidetes > Flavobacteriia > Flavobacteriales > Cryomorphaceae > Owenweeksia	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	4	1.0344726466001112e-4	9.56985064858891e-5
343	Chloroflexi > Thermomicrobia > Sphaerobacterales > Sphaerobacteraceae > Nitrolancea	Chloroflexi	Thermomicrobia	Sphaerobacterales	Sphaerobacteraceae	Nitrolancea	9	1.0289626927239663e-4	1.0742929115190131e-4
344	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Niastella	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Niastella	11	1.0272222696307297e-4	1.0989893002895651e-4
345	Firmicutes > Clostridia > Clostridiales > Clostridiaceae 1 > Clostridium sensu stricto 9	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 9	5	1.0218613391441421e-4	1.0310742311705471e-4
346	Proteobacteria > Deltaproteobacteria > Myxococcales > Nannocystaceae > Nannocystis	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Nannocystis	8	1.0048459770864427e-4	1.0002037452073571e-4
347	Proteobacteria > Gammaproteobacteria > Oceanospirillales > Oceanospirillaceae > Marinobacterium	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinobacterium	2	1.0030157465012698e-4	7.841103434650268e-5
348	Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Saprospiraceae > Lewinella	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Lewinella	5	1.0022079923641826e-4	9.75507356436805e-5
349	Proteobacteria > Gammaproteobacteria > Chromatiales > Chromatiaceae > Thiocapsa	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa	3	9.98834986682146e-5	9.63159162051529e-5
350	Proteobacteria > Alphaproteobacteria > Rhizobiales > Beijerinckiaceae > Methylorosula	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylorosula	1	9.952540683483608e-5	9.816814536294431e-5
351	Chloroflexi > Chloroflexia > Chloroflexales > Chloroflexaceae > Chloronema	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema	11	9.757516390462776e-5	1.1916007581791353e-4
352	Proteobacteria > Deltaproteobacteria > Bdellovibrionales > Bdellovibrionaceae > OM27 clade	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade	18	9.754690841507158e-5	9.69333259244167e-5
353	Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiaceae > Rhizobium	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	3	9.579787235206885e-5	9.63159162051529e-5
354	Proteobacteria > Betaproteobacteria > Burkholderiales > Burkholderiaceae > Polynucleobacter	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter	2	9.557104869900495e-5	8.520254125840449e-5
355	Proteobacteria > Gammaproteobacteria > Oceanospirillales > Saccharospirillaceae > Saccharospirillum	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Saccharospirillum	1	9.480839791759196e-5	8.396772181987689e-5
356	Proteobacteria > Gammaproteobacteria > Cellvibrionales > Cellvibrionaceae > Cellvibrio	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	Cellvibrio	4	9.415168504570697e-5	1.012551939592633e-4
357	Proteobacteria > Alphaproteobacteria > Rhodobacterales > Rhodobacteraceae > Sulfitobacter	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	1	9.403096490951334e-5	8.767218013545969e-5
358	Proteobacteria > Deltaproteobacteria > Desulfobacterales > Desulfobulbaceae > Desulfofustis	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfofustis	2	9.327969594330114e-5	9.44636870473615e-5
359	Firmicutes > Erysipelotrichia > Erysipelotrichales > Erysipelotrichaceae > Turicibacter	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	1	9.295141090593306e-5	7.347175659239228e-5
360	Bacteroidetes > Cytophagia > Cytophagales > Cyclobacteriaceae > Mongoliicoccus	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Mongoliicoccus	1	9.201036725795141e-5	1.1977748553717732e-4
