FeatureID	Kingdom	Phylum	Class	Order	Family	Genus	NegativePrevalence	BiologicalPrevalence	TotalReads	FrequencyP	PrevalenceP	CombinedP	GlobalContaminant	BatchContaminant
Seq1024	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rubellimicrobium	0	0.00185528756957328	14				FALSE	FALSE
Seq1025	Bacteria	Proteobacteria	Alphaproteobacteria	unknown	unknown	unknown	0.0333333333333333	0.00185528756957328	14		0.0527240773286469		FALSE	FALSE
Seq1026	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	0	0.00185528756957328	14				FALSE	FALSE
Seq1027	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	unknown	0	0.00185528756957328	14				FALSE	FALSE
Seq1028	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Wautersiella	0	0.00185528756957328	14				FALSE	FALSE
Seq1029	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	0	0.00185528756957328	14				FALSE	FALSE
Seq1030	Bacteria	Firmicutes	Clostridia	Clostridiales	unknown	unknown	0	0.00185528756957328	14				FALSE	FALSE
Seq1031	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	14				FALSE	FALSE
Seq1032	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	0	0.00185528756957328	14				FALSE	FALSE
Seq1033	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	unknown	0	0.00185528756957328	14				FALSE	FALSE
Seq1034	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Starkeya	0	0.00185528756957328	14				FALSE	FALSE
Seq1035	Bacteria	Proteobacteria	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylophilus	0	0.00185528756957328	14				FALSE	FALSE
Seq1036	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Microcella	0	0.00185528756957328	14				FALSE	FALSE
Seq1037	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	unknown	0.0333333333333333	0	14				FALSE	FALSE
Seq1038	Bacteria	unknown	unknown	unknown	unknown	unknown	0.0333333333333333	0	14				FALSE	FALSE
Seq1039	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	0.0333333333333333	0	14				FALSE	FALSE
Seq1040	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	0.0333333333333333	0	14				FALSE	FALSE
Seq1041	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Kocuria	0.0333333333333333	0	14				FALSE	FALSE
Seq1042	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	0.0333333333333333	0	14				FALSE	FALSE
Seq1043	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unknown	0	0.00185528756957328	5				FALSE	FALSE
Seq1044	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown	0	0.00371057513914657	13	0.714730986948159	0.55137812817149	0.761054375639598	FALSE	FALSE
Seq1046	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unknown	0.0333333333333333	0.00371057513914657	11	0.985287719112773	0.0790196493679254	0.276616922463745	FALSE	FALSE
Seq1047	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Syntrophococcus	0	0.012987012987013	13	0.529027113625071	0.658487715846066	0.715709925747951	FALSE	FALSE
Seq1048	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.0111317254174397	13	0.942650366821911	0.639265636062543	0.907819914737557	FALSE	TRUE
Seq1049	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	0	0.00371057513914657	13	0.522510192037382	0.55137812817149	0.646626224892562	FALSE	FALSE
Seq1050	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.00185528756957328	13				FALSE	FALSE
Seq1052	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	unknown	0.0333333333333333	0	13				FALSE	FALSE
Seq1053	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Cytophaga	0.0666666666666667	0	13		0.00134594915715735		FALSE	FALSE
Seq1057	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	0	0.00185528756957328	6				FALSE	FALSE
Seq1061	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Planobacterium	0	0.00927643784786642	13	0.949293673446924	0.618999660560439	0.900038737089106	FALSE	FALSE
Seq1062	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unknown	0	0.00556586270871985	13	0.496526808466047	0.575114735146543	0.643453091879947	FALSE	FALSE
Seq1063	unknown	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	13				FALSE	FALSE
Seq1064	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Shuttleworthia	0	0.00185528756957328	6				FALSE	FALSE
Seq1065	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	0.0333333333333333	0.00185528756957328	13		0.0527240773286469		FALSE	FALSE
Seq1066	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0.0666666666666667	0.00185528756957328	13		0.00397138084642724		FALSE	FALSE
Seq1067	Bacteria	Actinobacteria	Actinobacteria	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	0.0333333333333333	0	13				FALSE	FALSE
Seq1068	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	Ornithinimicrobium	0.0333333333333333	0	13				FALSE	FALSE
Seq1069	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Uliginosibacterium	0.0333333333333333	0	13				FALSE	FALSE
Seq1075	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown	0	0.00556586270871985	13	0.587165039809988	0.575114735146543	0.704292401783642	FALSE	FALSE
Seq1076	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0	0.00185528756957328	13				FALSE	FALSE
Seq1077	Bacteria	Firmicutes	Bacilli	Bacillales	unknown	unknown	0	0.00185528756957328	13				FALSE	FALSE
Seq1078	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0	0.00185528756957328	13				FALSE	FALSE
Seq1079	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00742115027829314	9	0.528558099627207	0.597635155545136	0.679903513399585	FALSE	FALSE
Seq1080	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0	0.00371057513914657	13	0.342569407555608	0.55137812817149	0.503684400434437	FALSE	FALSE
Seq1081	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0	0.00185528756957328	13				FALSE	FALSE
Seq1082	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0	0.00185528756957328	13				FALSE	FALSE
Seq1083	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	0	0.00371057513914657	13	0.942133672756518	0.55137812817149	0.859696156866601	FALSE	FALSE
Seq1084	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.00185528756957328	13				FALSE	FALSE
Seq1086	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	0.00185528756957328	13				FALSE	FALSE
Seq1087	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	0	0.00185528756957328	13				FALSE	FALSE
Seq1088	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	0.00185528756957328	13				FALSE	FALSE
Seq1089	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium	0	0.00185528756957328	13				FALSE	FALSE
Seq1090	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Rhizobacter	0	0.00185528756957328	13				FALSE	FALSE
Seq1091	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	unknown	unknown	0	0.00185528756957328	13				FALSE	FALSE
Seq1092	Bacteria	Acidobacteria	Acidobacteria_Gp17	Gp17	unknown	unknown	0	0.00185528756957328	13				FALSE	FALSE
Seq1093	Bacteria	Proteobacteria	Alphaproteobacteria	unknown	unknown	unknown	0	0.00185528756957328	13				FALSE	FALSE
Seq1094	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.0333333333333333	0	13				FALSE	FALSE
Seq1095	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia	0.0333333333333333	0	13				FALSE	FALSE
Seq1096	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	0.0333333333333333	0	13				FALSE	FALSE
Seq1098	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	6				FALSE	FALSE
Seq1099	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown	0	0.00185528756957328	7				FALSE	FALSE
Seq1100	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0	0.00742115027829314	7	0.465631134227135	0.597635155545136	0.634232441920035	FALSE	FALSE
Seq1101	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	0	0.00556586270871985	12	0.455564687327451	0.575114735146543	0.612928254365575	FALSE	FALSE
Seq1102	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	0	0.00185528756957328	12				FALSE	FALSE
Seq1103	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0	0.00185528756957328	12				FALSE	FALSE
Seq1104	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	0	0.00185528756957328	12				FALSE	FALSE
Seq1105	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	0	0.00185528756957328	12				FALSE	FALSE
Seq1106	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	0.0333333333333333	0.00185528756957328	12		0.0527240773286469		FALSE	FALSE
Seq1107	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.0333333333333333	0	12				FALSE	FALSE
Seq1113	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.00185528756957328	3				FALSE	FALSE
Seq1117	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.00185528756957328	12				FALSE	FALSE
Seq1118	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	0	0.00185528756957328	6				FALSE	FALSE
Seq1119	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0	0.00371057513914657	12	0.811655775441661	0.55137812817149	0.807348748779058	FALSE	FALSE
Seq1120	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0	0.00185528756957328	12				FALSE	FALSE
Seq1121	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Modestobacter	0.0333333333333333	0	12				FALSE	FALSE
Seq1122	Bacteria	unknown	unknown	unknown	unknown	unknown	0.0333333333333333	0	12				FALSE	FALSE
Seq1124	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	unknown	0	0.00556586270871985	9	0.779501075033675	0.575114735146543	0.807969834352404	FALSE	FALSE
Seq1125	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0	0.00185528756957328	12				FALSE	FALSE
Seq1126	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Hymenobacter	0	0.00185528756957328	12				FALSE	FALSE
Seq1127	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Auritidibacter	0	0.00185528756957328	12				FALSE	FALSE
Seq1128	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	0	0.00185528756957328	12				FALSE	FALSE
Seq1129	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinomonas	0	0.00371057513914657	12	0.533812757851303	0.55137812817149	0.654314670022602	FALSE	FALSE
Seq1130	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	0	0.00371057513914657	12	0.920475294818288	0.55137812817149	0.851736532920633	FALSE	FALSE
Seq1131	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00742115027829314	7	0.596667274491432	0.597635155545136	0.724293735791845	FALSE	FALSE
Seq1132	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00371057513914657	5	0.885163841388786	0.55137812817149	0.838153687872108	FALSE	FALSE
Seq1133	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00371057513914657	8	0.558126832465311	0.55137812817149	0.670410329413464	FALSE	FALSE
Seq1134	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0	0.00185528756957328	12				FALSE	FALSE
Seq1135	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Dialister	0	0.00185528756957328	12				FALSE	FALSE
Seq1136	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	0	0.00185528756957328	12				FALSE	FALSE
Seq1137	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00185528756957328	12				FALSE	FALSE
Seq1138	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	0	0.00185528756957328	12				FALSE	FALSE
Seq1139	Bacteria	Firmicutes	Bacilli	Lactobacillales	unknown	unknown	0	0.00185528756957328	12				FALSE	FALSE
Seq1140	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium_XlVa	0	0.00185528756957328	12				FALSE	FALSE
Seq1141	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	0	0.00185528756957328	12				FALSE	FALSE
Seq1142	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	12				FALSE	FALSE
Seq1143	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	0	0.00185528756957328	12				FALSE	FALSE
Seq1144	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	0	0.00185528756957328	12				FALSE	FALSE
Seq1145	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	0.0333333333333333	0.00185528756957328	12		0.0527240773286469		FALSE	FALSE
Seq1146	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	unknown	0	0.00185528756957328	12				FALSE	FALSE
Seq1147	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	0	0.00185528756957328	12				FALSE	FALSE
Seq1148	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	0.0333333333333333	0	12				FALSE	FALSE
Seq1149	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0.0333333333333333	0	12				FALSE	FALSE
Seq1150	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiales_incertae_sedis	unknown	0.0333333333333333	0	12				FALSE	FALSE
Seq1151	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0.0333333333333333	0	12				FALSE	FALSE
Seq1153	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.012987012987013	7	0.186565971177986	0.658487715846066	0.380443732416567	FALSE	FALSE
Seq1154	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	0	0.00742115027829314	8	0.968620357182214	0.597635155545136	0.895331447777482	FALSE	FALSE
Seq1155	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	11				FALSE	FALSE
Seq1156	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	11				FALSE	FALSE
Seq1157	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0	0.00185528756957328	11				FALSE	FALSE
Seq1159	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0	0.00185528756957328	11				FALSE	FALSE
Seq1160	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	11				FALSE	FALSE
Seq1162	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.0333333333333333	0	11				FALSE	FALSE
Seq1163	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	0.0333333333333333	0	11				FALSE	FALSE
Seq1165	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.0111317254174397	7	0.325464864626215	0.639265636062543	0.53469703274156	FALSE	FALSE
Seq1167	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	6				FALSE	FALSE
Seq1168	unknown	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	4				FALSE	FALSE
Seq1169	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella	0	0.00185528756957328	11				FALSE	FALSE
Seq1170	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	0	0.00371057513914657	11	0.551055573353092	0.55137812817149	0.665790613805303	FALSE	FALSE
Seq1171	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0	0.00185528756957328	6				FALSE	FALSE
Seq1172	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	0	0.00371057513914657	11	0.397216492789304	0.55137812817149	0.551616734078356	FALSE	FALSE
Seq1173	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	0	0.00371057513914657	11	0.298306119499179	0.55137812817149	0.461359899474516	FALSE	FALSE
Seq1174	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	unknown	0.0333333333333333	0	11				FALSE	FALSE
Seq1175	Bacteria	Proteobacteria	Alphaproteobacteria	unknown	unknown	unknown	0.0333333333333333	0	11				FALSE	FALSE
Seq1181	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	11				FALSE	FALSE
Seq1182	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	unknown	unknown	0	0.00185528756957328	11				FALSE	FALSE
Seq1183	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	0.0333333333333333	0.00185528756957328	11		0.0527240773286469		FALSE	FALSE
Seq1184	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	0	0.00185528756957328	11				FALSE	FALSE
Seq1185	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	unknown	0	0.00185528756957328	11				FALSE	FALSE
Seq1186	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	11				FALSE	FALSE
Seq1187	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	0	0.00185528756957328	11				FALSE	FALSE
Seq1188	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	0	0.00371057513914657	11	0.72989789333437	0.55137812817149	0.76875347524733	FALSE	FALSE
Seq1189	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0	0.00185528756957328	11				FALSE	FALSE
Seq1191	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dietziaceae	Dietzia	0	0.00185528756957328	11				FALSE	FALSE
Seq1192	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.00185528756957328	11				FALSE	FALSE
Seq1193	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Alcanivorax	0	0.00185528756957328	11				FALSE	FALSE
Seq1194	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus	0	0.00185528756957328	11				FALSE	FALSE
Seq1195	Bacteria	Proteobacteria	unknown	unknown	unknown	unknown	0	0.00185528756957328	11				FALSE	FALSE
Seq1196	Bacteria	Bacteroidetes	Bacteroidetes_incertae_sedis	Ohtaekwangia	unknown	unknown	0	0.00185528756957328	11				FALSE	FALSE
Seq1197	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	11				FALSE	FALSE
Seq1198	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nakamurellaceae	Nakamurella	0	0.00185528756957328	11				FALSE	FALSE
Seq1199	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	0	0.00185528756957328	11				FALSE	FALSE
Seq1203	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Tissierella	0.0333333333333333	0	11				FALSE	FALSE
Seq1204	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_1	Bacillus	0.0333333333333333	0	11				FALSE	FALSE
Seq1205	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis_XI	Anaerococcus	0.0333333333333333	0	11				FALSE	FALSE
Seq1206	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00185528756957328	10				FALSE	FALSE
Seq1207	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	0	0.00185528756957328	10				FALSE	FALSE
Seq1208	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	0	0.00185528756957328	10				FALSE	FALSE
Seq1209	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unknown	0	0.00185528756957328	10				FALSE	FALSE
Seq1210	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00556586270871985	10	0.846956821034203	0.575114735146543	0.837462224082248	FALSE	FALSE
Seq1211	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	10				FALSE	FALSE
Seq1212	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	0	0.00185528756957328	10				FALSE	FALSE
Seq1213	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	0	0.00185528756957328	10				FALSE	FALSE
Seq1214	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	0	0.00185528756957328	10				FALSE	FALSE
Seq1216	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	unknown	0	0.00185528756957328	10				FALSE	FALSE
Seq1218	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	0.0333333333333333	0	10				FALSE	FALSE
Seq1227	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0	0.00371057513914657	10	0.578151220879629	0.55137812817149	0.683226461291083	FALSE	FALSE
Seq1228	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	unknown	0	0.00185528756957328	10				FALSE	FALSE
Seq1229	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoanaerobaculum	0	0.00185528756957328	10				FALSE	FALSE
Seq1230	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0	0.00185528756957328	10				FALSE	FALSE
Seq1231	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	unknown	0	0.00185528756957328	10				FALSE	FALSE
Seq1233	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00371057513914657	10	0.842248049493276	0.55137812817149	0.820596809446753	FALSE	FALSE
Seq1234	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sneathia	0	0.00185528756957328	10				FALSE	FALSE
Seq1236	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0.0333333333333333	0	10				FALSE	FALSE
Seq1237	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Ferruginibacter	0.0333333333333333	0	10				FALSE	FALSE
Seq1238	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0.0666666666666667	0	10		0.00134594915715735		FALSE	FALSE
Seq1241	Bacteria	unknown	unknown	unknown	unknown	unknown	0	0.00185528756957328	10				FALSE	FALSE
Seq1242	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0	0.00185528756957328	10				FALSE	FALSE
Seq1243	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacterium	0	0.00185528756957328	10				FALSE	FALSE
Seq1244	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	0	0.00185528756957328	10				FALSE	FALSE
Seq1245	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto	0	0.00185528756957328	10				FALSE	FALSE
Seq1246	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Demequinaceae	Demequina	0	0.00185528756957328	10				FALSE	FALSE
Seq1247	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	0	0.00185528756957328	10				FALSE	FALSE
Seq1248	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	0.0333333333333333	0.00185528756957328	10		0.0527240773286469		FALSE	FALSE
