Taxon	SampleID	RelativeAbundance	Percent	GroupCode	Group	Type	SampleOrder
Chloroflexi	S170	0.12610302436081153	12.610302436081152	CW	Coastal wetland	Southern coast	48
Bacteroidetes	S170	0.08432008447092541	8.43200844709254	CW	Coastal wetland	Southern coast	48
Acidobacteria	S170	0.08545139150765518	8.545139150765518	CW	Coastal wetland	Southern coast	48
Actinobacteria	S170	0.06878346783316992	6.878346783316992	CW	Coastal wetland	Southern coast	48
Firmicutes	S170	0.0337129496945471	3.37129496945471	CW	Coastal wetland	Southern coast	48
Verrucomicrobia	S170	0.01712044648917716	1.7120446489177161	CW	Coastal wetland	Southern coast	48
Planctomycetes	S170	0.03801191643412022	3.8011916434120216	CW	Coastal wetland	Southern coast	48
Gemmatimonadetes	S170	0.027226789350629763	2.722678935062976	CW	Coastal wetland	Southern coast	48
Nitrospirae	S170	0.023832868240440456	2.3832868240440455	CW	Coastal wetland	Southern coast	48
Other known phyla	S170	0.05415189682479826	5.415189682479826	CW	Coastal wetland	Southern coast	48
Unknown phylum	S170	0.0017346707896523116	0.17346707896523117	CW	Coastal wetland	Southern coast	48
Proteobacteria	S171	0.5280327544079773	52.80327544079773	CW	Coastal wetland	Southern coast	49
Chloroflexi	S171	0.06504655616456448	6.504655616456448	CW	Coastal wetland	Southern coast	49
Bacteroidetes	S171	0.07495212309317836	7.495212309317837	CW	Coastal wetland	Southern coast	49
Acidobacteria	S171	0.07878227563890906	7.878227563890906	CW	Coastal wetland	Southern coast	49
Actinobacteria	S171	0.08631050650465562	8.631050650465562	CW	Coastal wetland	Southern coast	49
Firmicutes	S171	0.042990160470184245	4.299016047018425	CW	Coastal wetland	Southern coast	49
Verrucomicrobia	S171	0.015452684408637654	1.5452684408637654	CW	Coastal wetland	Southern coast	49
Planctomycetes	S171	0.02667899359440005	2.667899359440005	CW	Coastal wetland	Southern coast	49
Gemmatimonadetes	S171	0.03949019348874067	3.9490193488740672	CW	Coastal wetland	Southern coast	49
Nitrospirae	S171	0.009773492702899029	0.9773492702899029	CW	Coastal wetland	Southern coast	49
Other known phyla	S171	0.030773294591560457	3.077329459156046	CW	Coastal wetland	Southern coast	49
Unknown phylum	S171	0.0017169649342930727	0.17169649342930726	CW	Coastal wetland	Southern coast	49
Proteobacteria	S172	0.486408404464872	48.640840446487196	CW	Coastal wetland	Southern coast	50
Chloroflexi	S172	0.06986211424819436	6.986211424819436	CW	Coastal wetland	Southern coast	50
Bacteroidetes	S172	0.11089954038082732	11.089954038082732	CW	Coastal wetland	Southern coast	50
Acidobacteria	S172	0.07439264609323704	7.439264609323704	CW	Coastal wetland	Southern coast	50
Actinobacteria	S172	0.08732764281024294	8.732764281024293	CW	Coastal wetland	Southern coast	50
Firmicutes	S172	0.039855548260013134	3.985554826001313	CW	Coastal wetland	Southern coast	50
Verrucomicrobia	S172	0.018581746552856205	1.8581746552856204	CW	Coastal wetland	Southern coast	50
Planctomycetes	S172	0.030794484569927776	3.0794484569927776	CW	Coastal wetland	Southern coast	50
Gemmatimonadetes	S172	0.035390676296782664	3.539067629678266	CW	Coastal wetland	Southern coast	50
Nitrospirae	S172	0.0075508864084044645	0.7550886408404465	CW	Coastal wetland	Southern coast	50
Other known phyla	S172	0.036966513460275775	3.6966513460275774	CW	Coastal wetland	Southern coast	50
Unknown phylum	S172	0.001969796454366382	0.1969796454366382	CW	Coastal wetland	Southern coast	50
Proteobacteria	S173	0.41119521211054394	41.11952121105439	CW	Coastal wetland	Southern coast	51
Chloroflexi	S173	0.11872909698996656	11.872909698996656	CW	Coastal wetland	Southern coast	51
Bacteroidetes	S173	0.09364548494983277	9.364548494983277	CW	Coastal wetland	Southern coast	51
Acidobacteria	S173	0.06988206301707446	6.9882063017074465	CW	Coastal wetland	Southern coast	51
Actinobacteria	S173	0.08167576130962859	8.167576130962859	CW	Coastal wetland	Southern coast	51
Firmicutes	S173	0.040309804611864106	4.03098046118641	CW	Coastal wetland	Southern coast	51
Verrucomicrobia	S173	0.02393944728040838	2.393944728040838	CW	Coastal wetland	Southern coast	51
Planctomycetes	S173	0.05439183242386904	5.439183242386904	CW	Coastal wetland	Southern coast	51
Gemmatimonadetes	S173	0.037493399049463125	3.7493399049463125	CW	Coastal wetland	Southern coast	51
Nitrospirae	S173	0.009153318077803204	0.9153318077803204	CW	Coastal wetland	Southern coast	51
Other known phyla	S173	0.05729625066009505	5.729625066009505	CW	Coastal wetland	Southern coast	51
Unknown phylum	S173	0.002288329519450801	0.2288329519450801	CW	Coastal wetland	Southern coast	51
Proteobacteria	S174	0.4864908854166667	48.64908854166667	CW	Coastal wetland	Southern coast	52
Chloroflexi	S174	0.091064453125	9.1064453125	CW	Coastal wetland	Southern coast	52
Bacteroidetes	S174	0.09920247395833333	9.920247395833332	CW	Coastal wetland	Southern coast	52
Acidobacteria	S174	0.064697265625	6.4697265625	CW	Coastal wetland	Southern coast	52
Actinobacteria	S174	0.08365885416666667	8.365885416666668	CW	Coastal wetland	Southern coast	52
Firmicutes	S174	0.038492838541666664	3.8492838541666665	CW	Coastal wetland	Southern coast	52
Verrucomicrobia	S174	0.016682942708333332	1.6682942708333333	CW	Coastal wetland	Southern coast	52
Planctomycetes	S174	0.033854166666666664	3.3854166666666665	CW	Coastal wetland	Southern coast	52
Gemmatimonadetes	S174	0.030843098958333332	3.084309895833333	CW	Coastal wetland	Southern coast	52
Nitrospirae	S174	0.0078125	0.78125	CW	Coastal wetland	Southern coast	52
Other known phyla	S174	0.04581705729166666	4.581705729166666	CW	Coastal wetland	Southern coast	52
Unknown phylum	S174	0.0013834635416666667	0.13834635416666669	CW	Coastal wetland	Southern coast	52
Proteobacteria	S175	0.3936562576837964	39.365625768379644	CW	Coastal wetland	Southern coast	53
Chloroflexi	S175	0.1227768215720023	12.27768215720023	CW	Coastal wetland	Southern coast	53
Bacteroidetes	S175	0.07597737890336857	7.597737890336857	CW	Coastal wetland	Southern coast	53
Acidobacteria	S175	0.0808130481108106	8.08130481108106	CW	Coastal wetland	Southern coast	53
Actinobacteria	S175	0.10113925088107532	10.113925088107532	CW	Coastal wetland	Southern coast	53
Firmicutes	S175	0.04802885009425457	4.802885009425457	CW	Coastal wetland	Southern coast	53
Verrucomicrobia	S175	0.02868617326448652	2.8686173264486516	CW	Coastal wetland	Southern coast	53
Planctomycetes	S175	0.056142939103352184	5.614293910335219	CW	Coastal wetland	Southern coast	53
Gemmatimonadetes	S175	0.025161871977706744	2.5161871977706745	CW	Coastal wetland	Southern coast	53
Nitrospirae	S175	0.006966642078518154	0.6966642078518154	CW	Coastal wetland	Southern coast	53
Other known phyla	S175	0.05868371444963527	5.868371444963527	CW	Coastal wetland	Southern coast	53
Unknown phylum	S175	0.001967051880993361	0.19670518809933613	CW	Coastal wetland	Southern coast	53
Proteobacteria	S176	0.32486338797814207	32.486338797814206	CW	Coastal wetland	Southern coast	54
Chloroflexi	S176	0.13572404371584698	13.572404371584698	CW	Coastal wetland	Southern coast	54
Bacteroidetes	S176	0.14631147540983608	14.631147540983608	CW	Coastal wetland	Southern coast	54
Acidobacteria	S176	0.05771857923497268	5.771857923497268	CW	Coastal wetland	Southern coast	54
Actinobacteria	S176	0.09269125683060109	9.269125683060109	CW	Coastal wetland	Southern coast	54
Firmicutes	S176	0.06004098360655738	6.004098360655738	CW	Coastal wetland	Southern coast	54
Verrucomicrobia	S176	0.03702185792349727	3.7021857923497272	CW	Coastal wetland	Southern coast	54
Planctomycetes	S176	0.024385245901639343	2.4385245901639343	CW	Coastal wetland	Southern coast	54
Gemmatimonadetes	S176	0.0171448087431694	1.7144808743169397	CW	Coastal wetland	Southern coast	54
Nitrospirae	S176	0.006557377049180328	0.6557377049180327	CW	Coastal wetland	Southern coast	54
Other known phyla	S176	0.09644808743169397	9.644808743169397	CW	Coastal wetland	Southern coast	54
Unknown phylum	S176	0.001092896174863388	0.1092896174863388	CW	Coastal wetland	Southern coast	54
Proteobacteria	S177	0.4420107719928187	44.20107719928187	CW	Coastal wetland	Southern coast	55
Chloroflexi	S177	0.09174147217235189	9.17414721723519	CW	Coastal wetland	Southern coast	55
Bacteroidetes	S177	0.09640933572710951	9.640933572710951	CW	Coastal wetland	Southern coast	55
Acidobacteria	S177	0.052692998204667864	5.269299820466786	CW	Coastal wetland	Southern coast	55
Actinobacteria	S177	0.15655296229802512	15.655296229802513	CW	Coastal wetland	Southern coast	55
Firmicutes	S177	0.03590664272890485	3.5906642728904847	CW	Coastal wetland	Southern coast	55
Verrucomicrobia	S177	0.01867145421903052	1.8671454219030519	CW	Coastal wetland	Southern coast	55
Planctomycetes	S177	0.01992818671454219	1.992818671454219	CW	Coastal wetland	Southern coast	55
Gemmatimonadetes	S177	0.025673249551166965	2.5673249551166966	CW	Coastal wetland	Southern coast	55
Nitrospirae	S177	0.0034111310592459605	0.34111310592459604	CW	Coastal wetland	Southern coast	55
Other known phyla	S177	0.053052064631956906	5.305206463195691	CW	Coastal wetland	Southern coast	55
Unknown phylum	S177	0.0039497307001795335	0.39497307001795334	CW	Coastal wetland	Southern coast	55
Proteobacteria	S179	0.36208393632416785	36.20839363241679	CW	Coastal wetland	Southern coast	56
Chloroflexi	S179	0.13806078147612155	13.806078147612155	CW	Coastal wetland	Southern coast	56
Bacteroidetes	S179	0.043704775687409554	4.370477568740956	CW	Coastal wetland	Southern coast	56
Acidobacteria	S179	0.12677279305354558	12.677279305354558	CW	Coastal wetland	Southern coast	56
Actinobacteria	S179	0.09792571152918475	9.792571152918475	CW	Coastal wetland	Southern coast	56
Firmicutes	S179	0.052291365171249396	5.22913651712494	CW	Coastal wetland	Southern coast	56
Verrucomicrobia	S179	0.03299565846599132	3.299565846599132	CW	Coastal wetland	Southern coast	56
Planctomycetes	S179	0.03627592860588519	3.6275928605885186	CW	Coastal wetland	Southern coast	56
Gemmatimonadetes	S179	0.012445730824891461	1.244573082489146	CW	Coastal wetland	Southern coast	56
Nitrospirae	S179	0.028268210323203088	2.826821032320309	CW	Coastal wetland	Southern coast	56
Other known phyla	S179	0.0662807525325615	6.628075253256149	CW	Coastal wetland	Southern coast	56
Unknown phylum	S179	0.002894356005788712	0.2894356005788712	CW	Coastal wetland	Southern coast	56
Proteobacteria	S182	0.30255780013825945	30.255780013825945	CW	Coastal wetland	Southern coast	57
Chloroflexi	S182	0.14739995391351102	14.739995391351101	CW	Coastal wetland	Southern coast	57
Bacteroidetes	S182	0.0722789768799447	7.22789768799447	CW	Coastal wetland	Southern coast	57
Acidobacteria	S182	0.1043090867194101	10.43090867194101	CW	Coastal wetland	Southern coast	57
Actinobacteria	S182	0.14663184576388355	14.663184576388355	CW	Coastal wetland	Southern coast	57
Firmicutes	S182	0.0768876257777095	7.68876257777095	CW	Coastal wetland	Southern coast	57
Verrucomicrobia	S182	0.029956217835471234	2.9956217835471235	CW	Coastal wetland	Southern coast	57
Planctomycetes	S182	0.03026346109532222	3.026346109532222	CW	Coastal wetland	Southern coast	57
Gemmatimonadetes	S182	0.009601351870343344	0.9601351870343343	CW	Coastal wetland	Southern coast	57
Nitrospirae	S182	0.010446270834933559	1.0446270834933558	CW	Coastal wetland	Southern coast	57
Other known phyla	S182	0.0682080036869191	6.820800368691909	CW	Coastal wetland	Southern coast	57
Unknown phylum	S182	0.0014594054842921884	0.14594054842921883	CW	Coastal wetland	Southern coast	57
Proteobacteria	S187	0.2713833564922032	27.13833564922032	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Chloroflexi	S187	0.2443646750038598	24.43646750038598	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Bacteroidetes	S187	0.19634861818743246	19.634861818743246	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Acidobacteria	S187	0.046201945345067164	4.620194534506716	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Actinobacteria	S187	0.06739231125521075	6.7392311255210755	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Firmicutes	S187	0.03381194997684113	3.381194997684113	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Verrucomicrobia	S187	0.02227111316967732	2.227111316967732	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Planctomycetes	S187	0.0317276516905975	3.17276516905975	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Gemmatimonadetes	S187	0.006561679790026247	0.6561679790026247	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Nitrospirae	S187	0.005596726879728269	0.5596726879728269	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Other known phyla	S187	0.07121352477999074	7.121352477999074	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Unknown phylum	S187	0.003126447429365447	0.3126447429365447	TW	Tibetan wetland	Qinghai-Tibet Plateau	61
Proteobacteria	S188	0.2364128640295846	23.64128640295846	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Chloroflexi	S188	0.3502608465957868	35.026084659578686	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Bacteroidetes	S188	0.0982632239318497	9.82632239318497	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Acidobacteria	S188	0.05573532325166744	5.573532325166744	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Actinobacteria	S188	0.04913161196592485	4.913161196592485	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Firmicutes	S188	0.04371656871161593	4.371656871161593	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Verrucomicrobia	S188	0.020999801888661428	2.0999801888661427	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Planctomycetes	S188	0.045433533645909	4.5433533645908994	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Gemmatimonadetes	S188	0.0058773030443109026	0.5877303044310902	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Nitrospirae	S188	0.006933896850029717	0.6933896850029717	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Other known phyla	S188	0.08492372713464967	8.492372713464967	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Unknown phylum	S188	0.0023112989500099056	0.23112989500099057	TW	Tibetan wetland	Qinghai-Tibet Plateau	62
Proteobacteria	S191	0.25064688632051063	25.064688632051062	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Chloroflexi	S191	0.25927203726065207	25.92720372606521	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Bacteroidetes	S191	0.16137657409004658	16.137657409004657	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Acidobacteria	S191	0.054079696394686905	5.407969639468691	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Actinobacteria	S191	0.055200966016905294	5.520096601690529	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Firmicutes	S191	0.05804726582715197	5.8047265827151975	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Verrucomicrobia	S191	0.027686734517854063	2.768673451785406	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Planctomycetes	S191	0.02251164395376919	2.251164395376919	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Gemmatimonadetes	S191	0.005865102639296188	0.5865102639296188	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Nitrospirae	S191	0.006641366223908918	0.6641366223908919	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Other known phyla	S191	0.09487666034155601	9.4876660341556	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Unknown phylum	S191	0.003795066413662239	0.3795066413662239	TW	Tibetan wetland	Qinghai-Tibet Plateau	63
Proteobacteria	S194	0.33455349126320877	33.455349126320876	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Chloroflexi	S194	0.03467090268664963	3.467090268664963	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Bacteroidetes	S194	0.24179846674494096	24.179846674494097	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Acidobacteria	S194	0.04848401132674909	4.848401132674908	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Actinobacteria	S194	0.07293321361972512	7.293321361972511	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Firmicutes	S194	0.09752054699910215	9.752054699910214	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Verrucomicrobia	S194	0.01975274535534222	1.975274535534222	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Planctomycetes	S194	0.03114855998342427	3.114855998342427	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Gemmatimonadetes	S194	0.03522342703225361	3.522342703225361	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Nitrospirae	S194	0.004212998135230334	0.42129981352303336	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Other known phyla	S194	0.06436908626286346	6.436908626286346	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Unknown phylum	S194	0.015332550590510394	1.5332550590510394	TW	Tibetan wetland	Qinghai-Tibet Plateau	64
Proteobacteria	S196	0.4345001804402743	43.45001804402743	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Chloroflexi	S196	0.03127631420666426	3.127631420666426	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Bacteroidetes	S196	0.22543004932034164	22.543004932034165	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Acidobacteria	S196	0.030975580416215565	3.0975580416215562	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Actinobacteria	S196	0.07325875135330205	7.325875135330205	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Firmicutes	S196	0.055395164200649584	5.539516420064959	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Verrucomicrobia	S196	0.0174425598460243	1.74425598460243	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Planctomycetes	S196	0.02838926981835679	2.838926981835679	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Gemmatimonadetes	S196	0.018164320943101168	1.8164320943101169	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Nitrospirae	S196	0.003608805485384338	0.36088054853843377	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Other known phyla	S196	0.07825093227475043	7.825093227475042	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Unknown phylum	S196	0.003308071694935643	0.3308071694935643	TW	Tibetan wetland	Qinghai-Tibet Plateau	65
Proteobacteria	S197	0.3492031605731887	34.92031605731887	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Chloroflexi	S197	0.0649524574795768	6.49524574795768	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Bacteroidetes	S197	0.13258336681398153	13.258336681398152	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Acidobacteria	S197	0.14657827775545734	14.657827775545734	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Actinobacteria	S197	0.07030936118923263	7.030936118923263	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Firmicutes	S197	0.04519887505022097	4.519887505022098	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Verrucomicrobia	S197	0.03763224856033213	3.763224856033213	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Planctomycetes	S197	0.04714075264497121	4.714075264497121	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Gemmatimonadetes	S197	0.04714075264497121	4.714075264497121	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Nitrospirae	S197	0.016740324092674435	1.6740324092674435	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Other known phyla	S197	0.04064550689701351	4.064550689701351	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Unknown phylum	S197	0.0018749162983795367	0.18749162983795367	TW	Tibetan wetland	Qinghai-Tibet Plateau	66
Proteobacteria	S198	0.35893214159708337	35.893214159708336	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Chloroflexi	S198	0.0629777725508644	6.29777725508644	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Bacteroidetes	S198	0.12918969775373398	12.918969775373398	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Acidobacteria	S198	0.14500764436081384	14.500764436081385	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Actinobacteria	S198	0.06585910854992355	6.585910854992355	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Firmicutes	S198	0.03875102904857109	3.8751029048571093	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Verrucomicrobia	S198	0.047924262025167585	4.792426202516759	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Planctomycetes	S198	0.041044337292720216	4.104433729272022	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Gemmatimonadetes	S198	0.045336939903563446	4.533693990356345	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Nitrospirae	S198	0.0166411854639539	1.6641185463953898	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Other known phyla	S198	0.04657179818887453	4.657179818887453	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Unknown phylum	S198	0.0017640832647300953	0.17640832647300952	TW	Tibetan wetland	Qinghai-Tibet Plateau	67
Proteobacteria	S201	0.28119601746286	28.119601746285998	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Chloroflexi	S201	0.06225069882848079	6.2250698828480795	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Bacteroidetes	S201	0.23502622569804327	23.502622569804327	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Acidobacteria	S201	0.07038537642513898	7.038537642513898	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Actinobacteria	S201	0.10650460127516567	10.650460127516567	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Firmicutes	S201	0.08379660165206193	8.379660165206193	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Verrucomicrobia	S201	0.05345645277803951	5.345645277803951	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Planctomycetes	S201	0.022959263795973493	2.2959263795973492	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Gemmatimonadetes	S201	0.021483086780363706	2.1483086780363707	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Nitrospirae	S201	0.010019158893181319	1.001915889318132	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Other known phyla	S201	0.049342001947297334	4.934200194729733	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Unknown phylum	S201	0.0035805144633939507	0.35805144633939506	TW	Tibetan wetland	Qinghai-Tibet Plateau	68
Proteobacteria	S202	0.28744190458123875	28.744190458123875	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Chloroflexi	S202	0.08270890638338234	8.270890638338233	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Bacteroidetes	S202	0.14677985393151854	14.677985393151854	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Acidobacteria	S202	0.038935786777956935	3.8935786777956936	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Actinobacteria	S202	0.3084985298302191	30.849852983021908	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Firmicutes	S202	0.036374845869297165	3.6374845869297165	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Verrucomicrobia	S202	0.024803186948686332	2.4803186948686333	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Planctomycetes	S202	0.02788580100540643	2.788580100540643	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Gemmatimonadetes	S202	0.004363084511049986	0.4363084511049986	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Nitrospirae	S202	0.00754054823105378	0.754054823105378	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Other known phyla	S202	0.03395617945556294	3.395617945556294	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Unknown phylum	S202	7.113724746277151e-4	0.07113724746277152	TW	Tibetan wetland	Qinghai-Tibet Plateau	69
Proteobacteria	S203	0.48190779765067	48.190779765067	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Chloroflexi	S203	0.05241721267929874	5.241721267929874	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Bacteroidetes	S203	0.1644531019420341	16.44531019420341	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Acidobacteria	S203	0.05206304232335753	5.206304232335754	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Actinobacteria	S203	0.06316038014284871	6.316038014284871	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Firmicutes	S203	0.03376424059972847	3.376424059972847	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Verrucomicrobia	S203	0.06894516262322177	6.894516262322177	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Planctomycetes	S203	0.022903016350864766	2.2903016350864767	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Gemmatimonadetes	S203	0.003659760344725813	0.3659760344725813	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Nitrospirae	S203	0.008204946579304645	0.8204946579304645	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Other known phyla	S203	0.047872026444719926	4.787202644471993	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Unknown phylum	S203	6.493123192255475e-4	0.06493123192255475	TW	Tibetan wetland	Qinghai-Tibet Plateau	70
Proteobacteria	S204	0.3611577181208054	36.11577181208054	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Chloroflexi	S204	0.16744966442953022	16.74496644295302	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Bacteroidetes	S204	0.0976510067114094	9.76510067114094	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Acidobacteria	S204	0.08221476510067115	8.221476510067115	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Actinobacteria	S204	0.07978187919463087	7.978187919463087	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Firmicutes	S204	0.04714765100671141	4.714765100671141	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Verrucomicrobia	S204	0.03691275167785235	3.691275167785235	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Planctomycetes	S204	0.029110738255033557	2.911073825503356	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Gemmatimonadetes	S204	0.015100671140939598	1.5100671140939599	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Nitrospirae	S204	0.013506711409395973	1.3506711409395973	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Other known phyla	S204	0.06208053691275166	6.208053691275166	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Unknown phylum	S204	0.007885906040268457	0.7885906040268457	TW	Tibetan wetland	Qinghai-Tibet Plateau	71
Proteobacteria	S205	0.34881114402369706	34.881114402369704	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Chloroflexi	S205	0.08149867904891522	8.149867904891522	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Bacteroidetes	S205	0.26595148506924987	26.595148506924986	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Acidobacteria	S205	0.04419181810903851	4.419181810903851	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Actinobacteria	S205	0.05740132895684893	5.7401328956848925	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Firmicutes	S205	0.08454086942598671	8.454086942598671	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Verrucomicrobia	S205	0.025618445280602035	2.5618445280602034	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Planctomycetes	S205	0.017292450564406373	1.7292450564406374	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Gemmatimonadetes	S205	0.02129533263950044	2.129533263950044	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Nitrospirae	S205	0.006244496037146745	0.6244496037146745	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
Other known phyla	S205	0.045552798014570475	4.555279801457048	TW	Tibetan wetland	Qinghai-Tibet Plateau	72
