	S1	S2	S3	S4	S5	S6	S7	S9	S10	S11	S12	S13	S15	S16	S17	S18	S19	S20	S22	S23	S24	S25	S26	S27	S28	S30	S34	S35	S36	S37	S61	S62	S63	S65	S85	S86	S87	S88	S89	S112	S113	S114	S161	S162	S164	S165	S166	S167	S168	S169	S170	S171	S172	S173	S174	S175	S176	S177	S179	S182	S187	S188	S191	S194	S196	S197	S198	S201	S202	S203	S204	S205	S206	S207	S208	S209	S210	S213	S214	S215	S216	S217	S218	S219	S220	S221	S222	S223	S224	S225
Limnobacter	3.91512019418996e-05	3.73636227768644e-05	0	7.53012048192771e-05	0	0	5.75705238917674e-05	3.95335046451868e-05	6.29069291982512e-05	0	8.72828838264816e-05	7.36377025036819e-05	4.79294478527607e-05	0	3.54421407052986e-05	7.15691536947576e-05	6.43500643500643e-05	0	4.60447555023483e-05	6.06612071580224e-05	8.12413681046389e-05	2.67565687376251e-05	0.000113947128532361	0.000120307988450433	3.8680230534174e-05	8.13603449678627e-05	0.000157986202538312	8.86917960088692e-05	0	0	0.00864063137841883	0.00153061224489796	0.00307514895252739	0.00250014535728821	6.30358043368633e-05	0.000198859870078218	7.63941940412529e-05	0	0	0.000586197708499867	6.3335233390335e-05	0.000424448217317487	0.0020344500203445	0.0036394981323628	0.00149896945849728	0.00345791642142437	0.00253756260434057	0.0015921031682853	0.00270165959089155	0.000684025719367048	0.000377102345576589	0.000990556692861388	0.00190413657255417	0.000528076042950185	0.000569661458333333	0.00057372346528973	0.00109289617486339	0.000538599640933573	0.00366618427399904	0.00238113526384515	0.000154392465647676	0	0.000172503018802829	6.90655432004973e-05	0	6.69612963706977e-05	0.000294013877455016	0.000219856151261032	0.000142274494925543	0.00059028392656868	0.000838926174496644	0.000160115283003763	9.37031484257871e-05	6.0875388080599e-05	0	0.000230929104764837	3.86907064923006e-05	0.000129533678756477	0.000240905805829921	0.000108336493147717	0.0002210433244916	3.54245633922562e-05	0.000120904364647564	0	9.43663300934227e-05	6.43542055473325e-05	0.000169453230908269	0.000303290704139918	0.000114830338175346	0.000500441566087724
Limnothrix	0	3.73636227768644e-05	0	0	0	0	5.75705238917674e-05	0	3.14534645991256e-05	6.14062020264047e-05	0	0	0	0	3.54421407052986e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Litorilinea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.06612071580224e-05	0	0	0.000826116681859617	0	0	0.000162720689935725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26498628705759e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.37031484257871e-05	0	0	0	3.86907064923006e-05	0.000129533678756477	0	0	0	0	8.06029097650425e-05	0	9.43663300934227e-05	0	0	0	0	0
Longilinea	0.000548116827186595	0.000149454491107458	0	0	0.000113378684807256	0.000177580466148724	0.000287852619458837	0.00011860051393556	0.000188720787594754	6.14062020264047e-05	0.000174565767652963	0.000220913107511046	4.79294478527607e-05	6.98714365567356e-05	0.000141768562821194	0.000143138307389515	0.000579150579150579	0.0040768782760629	0	0.00024264482863209	0	8.02697062128753e-05	0.000113947128532361	0.000120307988450433	7.7360461068348e-05	0.000162720689935725	0.000631944810153247	8.86917960088692e-05	0.000153444836581249	0.000178475816526861	0	0.000127551020408163	0	5.81429152857724e-05	0.000252143217347453	0.000132573246718812	7.63941940412529e-05	0.000130081300813008	9.6688421561518e-05	5.32907007727152e-05	6.3335233390335e-05	9.79495886117278e-05	6.781500067815e-05	0.000239440666602816	9.36855911560802e-05	0.000515008828722778	0	7.96051584142652e-05	0.000192975685063682	0.000273610287746819	0.000150840938230636	6.60371128574259e-05	0.000262639527248851	0	0.000244140625	8.19604950413901e-05	6.83060109289617e-05	0	0.00260492040520984	0.00384054074813734	0.000578971746178786	0.000528296902859407	0.00094876660341556	0.000207196629601492	0	0.000200883889112093	0.000235211101964013	0.000659568453783096	0.000237124158209238	5.9028392656868e-05	0.000335570469798658	0.000400288207509407	0.000562218890554723	0.000913130821208985	0.00240577385725742	0.000615810946039566	0.000541669890892208	0.00038860103626943	0.00018067935437244	0.00032500947944315	0.000147362216327734	7.08491267845124e-05	0.00157175674041833	0.000489407816541984	0.00924790034915542	0.000900958877662655	0.00079078174423859	0.000960420563109741	0.00206694608715623	0.000441566087724463
Luedemannella	3.91512019418996e-05	0	0.000155726855096161	0.000225903614457831	0.000170068027210884	0	0	0.000158134018580747	9.43603937973768e-05	0	0	0	4.79294478527607e-05	0	3.54421407052986e-05	7.15691536947576e-05	6.43500643500643e-05	5.824111822947e-05	0.000138134266507045	0.000303306035790112	0	0	0.000142433910665451	0.00018046198267565	7.7360461068348e-05	8.13603449678627e-05	0.000473958607614935	0.00106430155210643	7.67224182906245e-05	0.000535427449580582	0	0.000127551020408163	6.40656031776539e-05	5.81429152857724e-05	6.30358043368633e-05	0	0	0	9.6688421561518e-05	0.00010658140154543	0	0	6.781500067815e-05	4.78881333205632e-05	0	0	6.67779632721202e-05	7.96051584142652e-05	9.6487842531841e-05	0.000501618860869169	0	0.000132074225714852	6.56598818122127e-05	0	0	0	0	0	9.64785335262904e-05	0.000153621629925494	3.85981164119191e-05	6.60371128574259e-05	0	6.90655432004973e-05	0	0.000133922592741395	0	0	0	0	8.38926174496644e-05	8.00576415018814e-05	0	0	0	7.69763682549457e-05	0	0	6.02264514574801e-05	0	0	0	0.000120904364647564	0	9.43663300934227e-05	0	5.64844103027564e-05	5.05484506899864e-05	0	0
Luteibacter	0	0	0	0	5.66893424036281e-05	4.43951165371809e-05	5.75705238917674e-05	0	0	0	0	0	0	0	0	0	0	5.824111822947e-05	0	0	0	0	0	0	0.00170193014350366	0	0	0	0.00153444836581249	5.94919388422869e-05	0	0.000127551020408163	6.40656031776539e-05	0	0	6.62866233594061e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.88027754910032e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteimonas	0	0	0	0	0	0	0	0	0	0	0	0	0.000335506134969325	6.98714365567356e-05	0.000212652844231792	0.000250492037931651	0.00045045045045045	0.00209668025626092	0	0	8.12413681046389e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.90714576428862e-05	0	0	0	0	0	0	0	3.26498628705759e-05	0	0	0	0	0	0	0	0	0	0	0	0	8.13802083333333e-05	0	0	0	0	0	0	0	0	0	6.0146758089739e-05	0	5.88027754910032e-05	0	0	0	0.000167785234899329	0	0	0	0	0	0	6.47668393782383e-05	0	0	0	0	0	0	0	0	0	0	0	0
Luteolibacter	0.000900477644663691	0.000373636227768644	0.000311453710192323	0.000150602409638554	5.66893424036281e-05	0.000177580466148724	0.000115141047783535	0.00011860051393556	3.14534645991256e-05	0.000122812404052809	8.72828838264816e-05	7.36377025036819e-05	0.00949003067484663	0.00419228619340414	0.00177210703526493	0.00146716765074253	0.00231660231660232	0.00081537565521258	0	6.06612071580224e-05	0	5.35131374752502e-05	2.84867821330902e-05	6.01539942252166e-05	0.00181797083510618	0.000162720689935725	0.000105324135025541	8.86917960088692e-05	0.00122755869264999	0.000297459694211434	0.00013607293509321	0.000255102040816327	0.00102504965084246	8.72143729286586e-05	6.30358043368633e-05	0.000265146493437624	7.63941940412529e-05	0	9.6688421561518e-05	0.000266453503863576	3.16676166951675e-05	0	0.0002712600027126	0.000191552533282253	0.00103054150271688	0.000662154208357858	0.000200333889816361	0.000477630950485591	9.6487842531841e-05	0.00013680514387341	7.54204691153179e-05	0	6.56598818122127e-05	0.000176025347650062	8.13802083333333e-05	0	0.000136612021857923	0.000179533213644524	0.000192957067052581	0	0.00146672842365293	0.000858482467146536	0.00172503018802829	0.000897852061606464	0.00120293516179478	0.00274541315119861	0.00452781371280724	0.00863720594239769	0.00104334629612065	0.0182988017236291	0.00151006711409396	0.00184132575454327	0.000937031484257871	0.000852255433128386	0.000623719148177849	0.00215533831113848	0.00205060744409193	0.00563471502590674	0.000481811611659841	0.000650018958886301	0.000515767757147067	0.000921038648198661	0.00326441784548422	0.000209746207089422	0.000283098990280268	0.000900958877662655	0.000960234975146859	0.000252742253449932	0.000459321352701384	0.000176626435089785
Lutibacter	0.000117453605825699	0.000261545359438051	0.000155726855096161	0	0.000113378684807256	0.000177580466148724	0.000172711571675302	0.000237201027871121	0.000440348504387758	0.000122812404052809	0.000174565767652963	0.000294550810014728	9.58588957055215e-05	0.000139742873113471	0.000141768562821194	7.15691536947576e-05	0.000257400257400257	0.00046592894583576	0.000138134266507045	0.000303306035790112	0.000162482736209278	8.02697062128753e-05	0.000256381039197812	0.000300769971126083	0.000116040691602522	0.000325441379871451	5.26620675127706e-05	0.000177383592017738	0.000153444836581249	0.000237967755369147	0.0123146006259355	0.0177933673469388	0.028316996604523	0.019681376824234	0.00018910741301059	0.000729152856953467	7.63941940412529e-05	0.00032520325203252	0.000338409475465313	0.00239808153477218	0.00050668186712268	0.00179574245788168	6.781500067815e-05	0.000718321999808447	9.36855911560802e-05	0.000588581518540318	0.000200333889816361	0.000238815475242796	0.000385951370127364	0.000410415431620229	0.000150840938230636	0.000264148451429703	0.000328299409061064	0.000352050695300123	0.000325520833333333	0.00024588148512417	0.000204918032786885	0.000359066427289048	0.000289435600578871	0.000307243259850987	0.0116952292728115	0.00217922472429505	0.003536311885458	0	0.000541320822807651	0.00174099370563814	0.00235211101964013	0.00179025723169698	0.000237124158209238	0.00029514196328434	0.000167785234899329	0.000960691698022576	0.000374812593703148	0.00152188470201498	0.00302949300543527	0.00330998383496267	0.00131548402073822	0.000194300518134715	0.000662490966032281	0.000379177726017009	0.000147362216327734	0.00028339650713805	0.000403014548825213	0.000279661609452562	0.000377465320373691	0.00135143831649398	0.00282422051513782	0.000151645352069959	0.000631566859964403	0.00918457462466883
Lutimonas	0	0	0	0	0	4.43951165371809e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000701530612244898	0.000448459222243577	0.00136635850921565	6.30358043368633e-05	0	0	0.000130081300813008	0	0.000373034905409006	0.00038001140034201	0.000457098080188063	0.00806998508069985	0.00296906426587492	0.000468427955780401	0.00154502648616833	0.000534223706176962	0	0.000385951370127364	4.56017146244699e-05	0.00437438720868844	0.00548108036716635	0.00538411030860144	0.00607287449392713	0.00911458333333333	0.0024588148512417	0.0014344262295082	0.00394973070017953	0	0.000153621629925494	3.85981164119191e-05	0	8.62515094014145e-05	0	0	0	0.000117605550982006	9.42240648261566e-05	4.74248316418477e-05	0.000118056785313736	0.000167785234899329	8.00576415018814e-05	0	0	0	7.69763682549457e-05	3.86907064923006e-05	6.47668393782383e-05	0.00012045290291496	0.000108336493147717	0	7.08491267845124e-05	0	0	9.43663300934227e-05	6.43542055473325e-05	5.64844103027564e-05	0.000101096901379973	0.000114830338175346	2.94377391816309e-05
Lyngbya	0	0	0	7.53012048192771e-05	0	0	0	0	3.14534645991256e-05	0	0	0	0	0	0	0	0	0	0	6.06612071580224e-05	0	0	0	0	3.8680230534174e-05	0	5.26620675127706e-05	0	7.67224182906245e-05	0	6.8036467546605e-05	6.37755102040816e-05	0	0	0	0	0	0	0	0	3.16676166951675e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lysinibacillus	0	0	0	0	0	4.43951165371809e-05	0	0	3.14534645991256e-05	0	0	7.36377025036819e-05	0	0.000349357182783678	0.00024809498493709	0.000214707461084273	0.000579150579150579	0.00297029702970297	4.60447555023483e-05	0	0	2.67565687376251e-05	0	0	3.8680230534174e-05	0	0	0	0	0	6.8036467546605e-05	0	0	2.90714576428862e-05	0	0	0	0	0	0.000373034905409006	0.000158338083475838	0.000489747943058639	0	4.78881333205632e-05	9.36855911560802e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142274494925543	0	0	0	9.37031484257871e-05	0	0	7.69763682549457e-05	0	6.47668393782383e-05	0	0	7.36811081638668e-05	0	0	0	9.43663300934227e-05	0	0	0	5.7415169087673e-05	0
Lysinimicrobium	0.000117453605825699	7.47272455537289e-05	0	0	0.000170068027210884	4.43951165371809e-05	0	7.90670092903736e-05	0.000220174252193879	6.14062020264047e-05	0	0.000220913107511046	0.00067101226993865	0.000279485746226942	0.00024809498493709	0.000143138307389515	6.43500643500643e-05	5.824111822947e-05	0	0	0	2.67565687376251e-05	2.84867821330902e-05	0.00018046198267565	0.000154720922136696	8.13603449678627e-05	0	8.86917960088692e-05	0	0.000356951633053721	6.8036467546605e-05	0.000127551020408163	0.00032032801588827	2.90714576428862e-05	0	6.62866233594061e-05	0.000229182582123759	0.00032520325203252	9.6688421561518e-05	0.00122568611777245	0.00145671036797771	0.00264463889251665	0.00088159500881595	0.00124509146633464	0.00412216601086753	0.00618010594467334	0.00207011686143573	0.000796051584142652	0.00115785411038209	0.00018240685849788	0.000377102345576589	0.000726408241431685	0.000853578463558766	0.000616088716775216	0.000895182291666667	0.00377018277190394	0.00416666666666667	0.00233393177737881	0.000192957067052581	0.000307243259850987	0.000115794349235757	6.60371128574259e-05	0	6.90655432004973e-05	0.000240587032358956	0	5.88027754910032e-05	6.28160432174377e-05	9.48496632836953e-05	5.9028392656868e-05	0.000251677852348993	0.000160115283003763	9.37031484257871e-05	0.000182626164241797	8.91027354539784e-05	7.69763682549457e-05	0	6.47668393782383e-05	0	5.41682465738584e-05	7.36811081638668e-05	0.000106273690176769	0.000120904364647564	0.000349577011815703	0	0.000128708411094665	0.000169453230908269	5.05484506899864e-05	0	0.000147188695908154
Lysinimonas	0.000156604807767598	3.73636227768644e-05	0	0	5.66893424036281e-05	0.000133185349611543	0.000172711571675302	7.90670092903736e-05	6.29069291982512e-05	0.000122812404052809	0.000261848651479445	7.36377025036819e-05	0.00388228527607362	0.000139742873113471	0.000779727095516569	0.000429414922168545	0.000836550836550837	0.00075713453698311	4.60447555023483e-05	0.000363967242948135	8.12413681046389e-05	2.67565687376251e-05	0.000199407474931632	0.000360923965351299	0.000425482535875914	8.13603449678627e-05	0	0.000443458980044346	0.000153444836581249	0.00113034683800345	6.8036467546605e-05	6.37755102040816e-05	0.000256262412710616	8.72143729286586e-05	6.30358043368633e-05	6.62866233594061e-05	0.000152788388082506	6.50406504065041e-05	9.6688421561518e-05	0.00010658140154543	9.50028500855026e-05	6.52997257411519e-05	0.0001356300013563	4.78881333205632e-05	0	0.000220718069452619	6.67779632721202e-05	0	0	0.00013680514387341	7.54204691153179e-05	0	6.56598818122127e-05	0	0	0	0.000204918032786885	8.97666068222621e-05	0.000192957067052581	0.000153621629925494	7.71962328238382e-05	0	0	0.000207196629601492	0.000300733790448695	0.00060265166733628	0.000294013877455016	0.000690976475391815	0.000331973821492934	0.000177085177970604	8.38926174496644e-05	0.000400288207509407	0.000281109445277361	0.000304376940402995	8.91027354539784e-05	0.000769763682549457	0.000193453532461503	0.000647668393782383	0.00012045290291496	0.00173338389036347	0.00103153551429413	0.000425094760707074	0.000403014548825213	0.000279661609452562	0.000283098990280268	0.00051483364437866	0.000282422051513782	0.00131425971793965	0.000172245507263019	5.88754783632617e-05
Lysobacter	0.000783024038837992	0.000523090718876102	0.000622907420384645	0.000903614457831325	0.000680272108843537	0.00048834628190899	0.000690846286701209	0.000593002569677802	0.00028308118139213	0.000798280626343261	0.000436414419132408	0.000883652430044183	0.00632668711656442	0.000978200111794298	0.000708842814105972	0.000966183574879227	0.00109395109395109	0.00401863715783343	0.000460447555023483	0.00103124052168638	0.00073117231294175	0.000695670787178252	0.00236440291704649	0.00397016361886429	0.00205005221831122	0.00146448620942153	0.00331771025330454	0.00798226164079823	0.000767224182906245	0.00702004878338985	0.0234725813035787	0.0403698979591837	0.0117880709846883	0.00209314495028781	0.00075642965204236	0.00119315922046931	0.000687547746371276	0.00123577235772358	0.000676818950930626	0.00111910471622702	0.00114003420102603	0.000914196160376126	6.781500067815e-05	0.000430993199885068	0.000468427955780401	0.000735726898175397	0.000267111853088481	0.0020697341187709	0.00260517174835971	0.000866432577864928	0.000301681876461272	0.000726408241431685	0.000262639527248851	0.000440063369125154	0.000325520833333333	0.00024588148512417	6.83060109289617e-05	0.000538599640933573	0.000868306801736614	0.00107535140947845	0.000308784931295353	0.000528296902859407	0.000172503018802829	0.000276262172801989	0.00060146758089739	0.00133922592741395	0.00211689991767611	0.00201011338295801	0.00175471877074836	0.000177085177970604	0.000671140939597315	0.0102473781122408	0.0105884557721139	0.00267851707554636	0.00106923282544774	0.00169348010160881	0.00294049369341484	0.00343264248704663	0.00108407612623464	0.00346676778072694	0.00559976422045388	0.00074391583123738	0.00108813928182807	0.00307627770397819	0.00160422761158819	0.00540575326597593	0.00401039313149571	0.00783500985694788	0.00367457082161107	0.00250220783043862
M2PT2-76 termite group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.54204691153179e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.86907064923006e-05	0	6.02264514574801e-05	0	7.36811081638668e-05	0	0	0	0	0	0	5.05484506899864e-05	0	0
Macellibacteroides	0	0	0	0	0	0	0	7.90670092903736e-05	0	6.14062020264047e-05	0	0	0	0	0	3.57845768473788e-05	0.000193050193050193	0.0005824111822947	0	0	0	0	0	0	7.7360461068348e-05	0	0	0	0	5.94919388422869e-05	0	0	0	0	0	0	0	0	4.8344210780759e-05	5.32907007727152e-05	0	0	0	4.78881333205632e-05	0	0	0	0	9.6487842531841e-05	0	0	0.000132074225714852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157040108043594	0.000237124158209238	0.000177085177970604	0	0	0	0	0	0.00515741667308136	0	0	6.02264514574801e-05	0.000108336493147717	0.000147362216327734	0	4.03014548825213e-05	0	9.43663300934227e-05	0	0	0	5.7415169087673e-05	0
Magnetospirillum	3.91512019418996e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000193050193050193	0.00011648223645894	0	0	0	0	0.000170920692798541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0010850400108504	0.000383105066564505	0.000655799138092561	0.0011035903472631	0.000667779632721202	0.000636841267314122	0.000675414897722887	0.000957636007113867	0.000527943283807225	0.000660371128574259	0.000919238345370978	0.000616088716775216	0.00105794270833333	0.000819604950413901	0.000956284153005464	0.000448833034111311	0.000771828268210323	0.000537675704739227	0.000463177396943029	0.000726408241431685	0.000603760565809902	0.000414393259202984	0.000481174064717912	0.00060265166733628	0.000764436081383041	0.000408304280913345	0.000379398653134781	0.000354170355941208	0.000503355704697987	0.000480345849011288	0.000562218890554723	0.00140013392585378	0.000534616412723871	0.00677392040643522	0.000348216358430705	0.000518134715025907	0.000481811611659841	0.000866691945181734	0.000736811081638668	0.000814764958021892	0.000886632007415468	0.00125847724253653	0.000471831650467113	0.000707896261020658	0.000395390872119295	0.000454936056209877	0.000861227536315094	0.000618192522814248
Magnetovibrio	0	0	0	0	0	0	0	3.95335046451868e-05	0	0	0	0	0	0	0	7.15691536947576e-05	0	5.824111822947e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.35726898175397e-05	0	0	0	0	0	0	0	0	8.13802083333333e-05	0	0	0	0	0	0	0	0	6.90655432004973e-05	0	0	0	0	0	0	8.38926174496644e-05	0	0	0.00146100931393438	0	7.69763682549457e-05	0	0	0	0	0	3.54245633922562e-05	0	0	0	0	0	0	5.7415169087673e-05	0
Mangrovibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26498628705759e-05	0.0004068900040689	0.000814098266449574	0.00168634064080944	0.00492937021777516	0.00180300500834725	0	0	0	0.0012821479749604	0.000660371128574259	0.00190413657255417	0.00510473508185179	0.0139973958333333	0.0107368248504221	0.00717213114754098	0.00197486535008977	0	0	3.85981164119191e-05	0	0	6.90655432004973e-05	0.000120293516179478	6.69612963706977e-05	0.000117605550982006	0	9.48496632836953e-05	0	0	0	0	0	8.91027354539784e-05	7.69763682549457e-05	0	6.47668393782383e-05	0	0	0	0.000177122816961281	4.03014548825213e-05	0.000139830804726281	9.43663300934227e-05	0.000128708411094665	0.000112968820605513	0	5.7415169087673e-05	2.94377391816309e-05
Mangroviflexus	0.000195756009709498	0	0	7.53012048192771e-05	5.66893424036281e-05	8.87902330743618e-05	0	0	3.14534645991256e-05	6.14062020264047e-05	0	7.36377025036819e-05	4.79294478527607e-05	6.98714365567356e-05	0.000141768562821194	0	6.43500643500643e-05	0.00093185789167152	0	6.06612071580224e-05	0	0	2.84867821330902e-05	0.00018046198267565	7.7360461068348e-05	0.000244081034903588	0.000157986202538312	0	0	0.0027366291867452	0	6.37755102040816e-05	6.40656031776539e-05	2.90714576428862e-05	0	6.62866233594061e-05	0.000152788388082506	0.000260162601626016	0	0	3.16676166951675e-05	3.26498628705759e-05	0	0.000143664399961689	0.000374742364624321	0.000735726898175397	0.000200333889816361	0.00015921031682853	0.000192975685063682	0	0	6.60371128574259e-05	0	0.000176025347650062	0	0.00016392099008278	0.000136612021857923	0	0	0	0	0	0	6.90655432004973e-05	6.0146758089739e-05	0.000468729074594884	0.000529224979419029	0.000408304280913345	0.000853646969553258	0.00182988017236291	0.000335570469798658	8.00576415018814e-05	0.000843328335832084	0	0.000178205470907957	7.69763682549457e-05	7.73814129846011e-05	0	0.000301132257287401	0.000162504739721575	7.36811081638668e-05	3.54245633922562e-05	8.06029097650425e-05	0.000139830804726281	9.43663300934227e-05	0.000321771027736663	0.000112968820605513	0.000151645352069959	0	0.00194289078598764
Mangrovimonas	0	0	0	0	0	0	0	3.95335046451868e-05	3.14534645991256e-05	0	0	0	0	0	0	0	0	0	0	0	0	2.67565687376251e-05	0	0	3.8680230534174e-05	0	0	0	0	0	0.00013607293509321	6.37755102040816e-05	0.000256262412710616	0	0	0	0	0	0	0.00010658140154543	0.00367344353663943	0.000489747943058639	0	4.78881333205632e-05	0	0.000220718069452619	0	0.000398025792071326	0.000385951370127364	0.00018240685849788	7.54204691153179e-05	0	0	0	8.13802083333333e-05	0.00057372346528973	0.00409836065573771	0.00439856373429084	0	0	7.71962328238382e-05	0	0	0	0	0	5.88027754910032e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.99154023631406e-05	9.43663300934227e-05	6.43542055473325e-05	5.64844103027564e-05	0	0	0
Marinicella	0.000391512019418996	0.00033627260499178	0.000233590282644242	0.00052710843373494	0.000283446712018141	0.000399556048834628	0.000287852619458837	0.000395335046451868	0.000188720787594754	0.000614062020264047	0.000261848651479445	0.000220913107511046	0.000479294478527607	0.000279485746226942	0.000389863547758285	0.000465199499015924	0.000514800514800515	0.00110658124635993	0.000414402799521135	0.00048528965726418	0.000162482736209278	0.000133782843688125	0.000541248860528715	0.000481231953801732	0.000464162766410088	0.00219672931413229	0.000210648270051082	0.000354767184035477	0.00537056928034372	0.000713903266107442	0.0215675602122738	0.0208545918367347	0.0174899096674995	0.00718065003779289	0.0446923852748361	0.0186265411639931	0.020244461420932	0.0158048780487805	0.00140198211264201	0.00479616306954436	0.0010766989676357	0.00319968656131644	0.0265834802658348	0.00761421319796954	0.00271688214352633	0.00566509711595056	0.00580968280467446	0.0020697341187709	0.00279814743342339	0.00164166172648092	0.0236066068330945	0.0260846595786832	0.0319107025607354	0.0311564865340609	0.0244954427083333	0.0139332841570363	0.00505464480874317	0.0106822262118492	0.00106126386878919	0.000537675704739227	0.00111934537594565	0.00112263091857624	0.00163877867862688	0.000483458802403481	0.0125706724407554	0.00147314852015535	0.00158767493825709	0.00103646471308772	0.00218154225552499	0.00324656159612774	0.00176174496644295	0.00184132575454327	0.000374812593703148	0.000730504656967188	0.000712821883631828	0.000769763682549457	0.00069643271686141	0.000582901554404145	0.000301132257287401	0.000758355452034018	0.000294724432655467	0.000850189521414149	0.000685124733002861	0.000489407816541984	0.0020760592620553	0.00109402149430465	0.00079078174423859	0.000454936056209877	0.000803812367227422	0.00129526052399176
Marinilactibacillus	0	0	0	0	0	0	0	0	3.14534645991256e-05	0	0	7.36377025036819e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127551020408163	6.40656031776539e-05	0.00122100122100122	0	0	0	0	0	0	3.16676166951675e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000120293516179478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Marinimicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000214707461084273	0	0.00023296447291788	0	0	0	0	0	0	0	0	0	0	7.67224182906245e-05	0	0	0	0	2.90714576428862e-05	0	0	0	0	0	0	0	0	6.781500067815e-05	4.78881333205632e-05	9.36855911560802e-05	0	6.67779632721202e-05	0	0	0	0	6.60371128574259e-05	6.56598818122127e-05	0	0.000162760416666667	0	0	0	9.64785335262904e-05	7.68108149627468e-05	7.71962328238382e-05	0.000132074225714852	8.62515094014145e-05	0.00158850749361144	0.00733790448694815	0	0	0	0	0	0	0.00592426547113922	0	0.000121750776161198	0.000445513677269892	7.69763682549457e-05	0	6.47668393782383e-05	0	5.41682465738584e-05	0	3.54245633922562e-05	4.03014548825213e-05	6.99154023631406e-05	0.000188732660186845	0	0	0	0	2.94377391816309e-05
Mariniradius	0	0	0	0	0	0	0	0	0	0	0	0	0.000143788343558282	6.98714365567356e-05	0.000956937799043062	0	0	0	0	0	8.12413681046389e-05	0	0	0	0	0	0	8.86917960088692e-05	0	0	0	0	0	0	6.30358043368633e-05	0.00033143311679703	7.63941940412529e-05	6.50406504065041e-05	4.8344210780759e-05	0.00010658140154543	0	3.26498628705759e-05	0	0	0	0	0	0	0	0	0	0.000198111338572278	0	0	0	0	0	0	0	0	3.85981164119191e-05	0	0	0	6.0146758089739e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
