FeatureID	PositiveSamples	RawPresence	DetectedSamples	Prevalence	EqualSampleMean	PooledReadFraction	MaximumSampleAbundance	TotalReads	PrimaryCore	IWPrevalence	CWPrevalence	TWPrevalence	IWCore	CWCore	TWCore	BestRank	BestTaxon	DisplayLabel	Lineage	FeatureState
OTU_5207	22	0.24444444444444444	8	0.08888888888888889	5.893382465977614e-5	5.927133304932486e-5	0.0018975332068311196	96	FALSE	0	0	0.26666666666666666	FALSE	FALSE	FALSE	Family	KD1-131	F · KD1-131	Bacteria > Bacteroidetes > Sphingobacteriia > Sphingobacteriales > KD1-131 > Unknown genus > Unknown species	Intermediate
OTU_12138	20	0.2222222222222222	6	0.06666666666666667	3.1881217914815196e-5	2.963566652466243e-5	6.77710843373494e-4	48	FALSE	0.2	0	0	FALSE	FALSE	FALSE	Family	Chitinophagaceae	F · Chitinophagaceae	Bacteria > Bacteroidetes > Sphingobacteriia > Sphingobacteriales > Chitinophagaceae > Unknown genus > Unknown species	Persistently rare
OTU_11358	15	0.16666666666666666	3	0.03333333333333333	2.351726730910612e-5	2.2844159612760624e-5	8.136034496786267e-4	37	FALSE	0.1	0	0	FALSE	FALSE	FALSE	Class	MB-A2-108	C · MB-A2-108	Bacteria > Actinobacteria > MB-A2-108 > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_9157	3	0.03333333333333333	0	0	1.4612155602997044e-6	2.4696388770552028e-6	7.156915369475756e-5	4	FALSE	0	0	0	FALSE	FALSE	FALSE	Family	Methylobacteriaceae	F · Methylobacteriaceae	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Methylobacteriaceae > Unknown genus > Unknown species	Persistently rare
OTU_11727	11	0.12222222222222222	6	0.06666666666666667	5.260321676018309e-5	5.803651361079726e-5	0.00107564393278679	94	FALSE	0	0.2	0	FALSE	FALSE	FALSE	Class	Ardenticatenia	C · Ardenticatenia	Bacteria > Chloroflexi > Ardenticatenia > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_11397	17	0.18888888888888888	5	0.05555555555555555	1.8969924141858654e-5	1.7904881858650218e-5	3.159724050766233e-4	29	FALSE	0.13333333333333333	0.03333333333333333	0	FALSE	FALSE	FALSE	Genus	Bauldia	G · Bauldia	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Bauldia > Unknown species	Persistently rare
OTU_1773	9	0.1	3	0.03333333333333333	5.020488966388878e-5	6.235838164564387e-5	0.0029783777511313966	101	FALSE	0.03333333333333333	0.06666666666666667	0	FALSE	FALSE	FALSE	Genus	Alcanivorax	G · Alcanivorax	Bacteria > Proteobacteria > Gammaproteobacteria > Oceanospirillales > Alcanivoracaceae > Alcanivorax > Unknown species	Intermediate
OTU_8461	19	0.2111111111111111	5	0.05555555555555555	2.7688488921260387e-5	2.840084708613483e-5	8.736167734420501e-4	46	FALSE	0.06666666666666667	0.03333333333333333	0.06666666666666667	FALSE	FALSE	FALSE	Family	Rhodothermaceae	F · Rhodothermaceae	Bacteria > Bacteroidetes > Cytophagia > Order II > Rhodothermaceae > Unknown genus > Unknown species	Persistently rare
OTU_851	44	0.4888888888888889	25	0.2777777777777778	4.781944376401604e-4	3.858810745398754e-4	0.009682804674457429	625	FALSE	0	0.7666666666666667	0.06666666666666667	FALSE	FALSE	FALSE	Family	Ectothiorhodospiraceae	F · Ectothiorhodospiraceae	Bacteria > Proteobacteria > Gammaproteobacteria > Chromatiales > Ectothiorhodospiraceae > Unknown genus > Unknown species	Intermediate
OTU_10696	17	0.18888888888888888	6	0.06666666666666667	1.9164324578821538e-5	2.2226749893496824e-5	3.2107882485150104e-4	36	FALSE	0.13333333333333333	0.03333333333333333	0.03333333333333333	FALSE	FALSE	FALSE	Family	Planctomycetaceae	F · Planctomycetaceae	Bacteria > Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus > Unknown species	Persistently rare
OTU_1802	18	0.2	6	0.06666666666666667	2.0221774213626166e-4	2.2967641556613383e-4	0.006997699386503068	372	FALSE	0.16666666666666666	0	0.03333333333333333	FALSE	FALSE	FALSE	Genus	Aquiflexum	G · Aquiflexum	Bacteria > Bacteroidetes > Cytophagia > Cytophagales > Cyclobacteriaceae > Aquiflexum > Unknown species	Intermediate
OTU_10549	4	0.044444444444444446	2	0.022222222222222223	4.560589762232619e-6	4.9392777541104055e-6	1.929570670525808e-4	8	FALSE	0.03333333333333333	0.03333333333333333	0	FALSE	FALSE	FALSE	Order	Subgroup 6	O · Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_12349	16	0.17777777777777778	7	0.07777777777777778	3.6715558108529345e-5	3.210530540171763e-5	8.296251602684969e-4	52	FALSE	0	0.23333333333333334	0	FALSE	FALSE	FALSE	Class	OM190	C · OM190	Bacteria > Planctomycetes > OM190 > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_8971	10	0.1111111111111111	6	0.06666666666666667	1.4979675480435033e-5	1.3583013823803615e-5	3.681885125184094e-4	22	FALSE	0.13333333333333333	0	0.06666666666666667	FALSE	FALSE	FALSE	Kingdom	Unknown kingdom	K · Unknown kingdom	Unknown kingdom > Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_10200	10	0.1111111111111111	7	0.07777777777777778	2.6327959094014363e-5	2.5931208209079626e-5	9.098721124197543e-4	42	FALSE	0	0	0.23333333333333334	FALSE	FALSE	FALSE	Genus	Ornatilinea	G · Ornatilinea	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Ornatilinea > Unknown species	Persistently rare
OTU_11427	20	0.2222222222222222	1	0.011111111111111112	1.3954107259196334e-5	1.7287472139386417e-5	2.6331033756385274e-4	28	FALSE	0.03333333333333333	0	0	FALSE	FALSE	FALSE	Order	TRA3-20	O · TRA3-20	Bacteria > Proteobacteria > Betaproteobacteria > TRA3-20 > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_8352	18	0.2	4	0.044444444444444446	3.587508941065561e-5	3.210530540171763e-5	0.0013303769401330377	52	FALSE	0.1	0	0.03333333333333333	FALSE	FALSE	FALSE	Order	WD2101 soil group	O · WD2101 soil group	Bacteria > Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_5001	2	0.022222222222222223	0	0	9.966064758732844e-7	1.2348194385276014e-6	5.8241118229470004e-5	2	FALSE	0	0	0	FALSE	FALSE	FALSE	Family	Spirochaetaceae	F · Spirochaetaceae	Bacteria > Spirochaetae > Spirochaetes > Spirochaetales > Spirochaetaceae > Unknown genus > Unknown species	Sampling-limited
OTU_1218	43	0.4777777777777778	21	0.23333333333333334	2.691015296361829e-4	2.1362376286527502e-4	0.005280760429501848	346	FALSE	0	0.5	0.2	FALSE	FALSE	FALSE	Family	Rhodospirillaceae	F · Rhodospirillaceae	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodospirillales > Rhodospirillaceae > Unknown genus > Unknown species	Intermediate
OTU_14229	33	0.36666666666666664	13	0.14444444444444443	6.074147772065621e-5	6.235838164564387e-5	0.0013605442176870747	101	FALSE	0.36666666666666664	0.03333333333333333	0.03333333333333333	FALSE	FALSE	FALSE	Order	Subgroup 6	O · Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_9185	4	0.044444444444444446	1	0.011111111111111112	6.4281759292598875e-6	5.556687473374206e-6	3.491315353059265e-4	9	FALSE	0.03333333333333333	0	0	FALSE	FALSE	FALSE	Kingdom	Unknown kingdom	K · Unknown kingdom	Unknown kingdom > Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_12796	15	0.16666666666666666	4	0.044444444444444446	1.4381513252737852e-5	1.5435242981595016e-5	2.4061597690086623e-4	25	FALSE	0.06666666666666667	0	0.06666666666666667	FALSE	FALSE	FALSE	Class	S085	C · S085	Bacteria > Chloroflexi > S085 > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_10966	14	0.15555555555555556	3	0.03333333333333333	1.4176323336255888e-5	1.7287472139386417e-5	2.6756568737625085e-4	28	FALSE	0.1	0	0	FALSE	FALSE	FALSE	Order	Rhodospirillales	O · Rhodospirillales	Bacteria > Proteobacteria > Alphaproteobacteria > Rhodospirillales > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_11019	15	0.16666666666666666	6	0.06666666666666667	2.081629241786467e-5	2.654861792834343e-5	3.7459196232675124e-4	43	FALSE	0.2	0	0	FALSE	FALSE	FALSE	Order	Subgroup 15	O · Subgroup 15	Bacteria > Acidobacteria > Acidobacteria > Subgroup 15 > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_10519	11	0.12222222222222222	6	0.06666666666666667	2.0221554237683087e-5	2.0991930454969223e-5	3.1145371019232265e-4	34	FALSE	0.2	0	0	FALSE	FALSE	FALSE	Genus	Bryobacter	G · Bryobacter	Bacteria > Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Bryobacter > Unknown species	Persistently rare
OTU_595	29	0.32222222222222224	9	0.1	7.362475829126988e-5	9.38462773280977e-5	0.002936340145642471	152	FALSE	0.06666666666666667	0.03333333333333333	0.2	FALSE	FALSE	FALSE	Genus	Anaerolinea	G · Anaerolinea	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Anaerolinea > Unknown species	Intermediate
OTU_5726	20	0.2222222222222222	7	0.07777777777777778	2.0220007116865805e-5	2.2226749893496824e-5	1.8872078759475357e-4	36	FALSE	0.23333333333333334	0	0	FALSE	FALSE	FALSE	Class	S085	C · S085	Bacteria > Chloroflexi > S085 > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_3647	20	0.2222222222222222	9	0.1	6.255617412663695e-5	8.088067322355789e-5	0.0017410817921535246	131	FALSE	0	0	0.3	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Intermediate
OTU_9199	10	0.1111111111111111	1	0.011111111111111112	1.0680005875895788e-5	1.3583013823803615e-5	3.7363622776864444e-4	22	FALSE	0.03333333333333333	0	0	FALSE	FALSE	FALSE	Family	Planctomycetaceae	F · Planctomycetaceae	Bacteria > Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Unknown genus > Unknown species	Persistently rare
OTU_6149	5	0.05555555555555555	1	0.011111111111111112	1.228934918992082e-5	2.4078979051288225e-5	9.36479905816878e-4	39	FALSE	0.03333333333333333	0	0	FALSE	FALSE	FALSE	Family	Nitrospiraceae	F · Nitrospiraceae	Bacteria > Nitrospirae > Nitrospira > Nitrospirales > Nitrospiraceae > Unknown genus > Unknown species	Persistently rare
OTU_6428	8	0.08888888888888889	1	0.011111111111111112	7.05982962372086e-6	6.7915069119018075e-6	2.3881547524279574e-4	11	FALSE	0	0.03333333333333333	0	FALSE	FALSE	FALSE	Genus	BD1-7 clade	G · BD1-7 clade	Bacteria > Proteobacteria > Gammaproteobacteria > Cellvibrionales > Spongiibacteraceae > BD1-7 clade > Unknown species	Persistently rare
OTU_11202	6	0.06666666666666667	1	0.011111111111111112	5.007742070402141e-6	4.321868034846604e-6	1.6272068993572532e-4	7	FALSE	0.03333333333333333	0	0	FALSE	FALSE	FALSE	Genus	Bauldia	G · Bauldia	Bacteria > Proteobacteria > Alphaproteobacteria > Rhizobiales > Rhizobiales Incertae Sedis > Bauldia > Unknown species	Persistently rare
OTU_9368	14	0.15555555555555556	4	0.044444444444444446	2.3067536212994597e-5	2.901825680539863e-5	5.481168271865946e-4	47	FALSE	0.13333333333333333	0	0	FALSE	FALSE	FALSE	Genus	Bryobacter	G · Bryobacter	Bacteria > Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Bryobacter > Unknown species	Persistently rare
OTU_4806	1	0.011111111111111112	0	0	3.494829399902844e-7	6.174097192638007e-7	3.1453464599125595e-5	1	FALSE	0	0	0	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Sampling-limited
OTU_2759	32	0.35555555555555557	11	0.12222222222222222	4.959806651028555e-5	4.877536782184025e-5	6.208425720620843e-4	79	FALSE	0.36666666666666664	0	0	FALSE	FALSE	FALSE	Order	Gaiellales	O · Gaiellales	Bacteria > Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_12111	12	0.13333333333333333	3	0.03333333333333333	2.7748234300066313e-5	3.642717343656424e-5	0.0012528384621407877	59	FALSE	0.1	0	0	FALSE	FALSE	FALSE	Phylum	Bacteroidetes	P · Bacteroidetes	Bacteria > Bacteroidetes > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_10668	13	0.14444444444444443	6	0.06666666666666667	2.0669479600221924e-5	2.2844159612760624e-5	3.5580154180668116e-4	37	FALSE	0.2	0	0	FALSE	FALSE	FALSE	Phylum	Chloroflexi	P · Chloroflexi	Bacteria > Chloroflexi > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_10511	9	0.1	4	0.044444444444444446	1.0085610411286214e-5	1.0495965227484611e-5	1.84218606079214e-4	17	FALSE	0.1	0	0.03333333333333333	FALSE	FALSE	FALSE	Family	LD29	F · LD29	Bacteria > Verrucomicrobia > Spartobacteria > Chthoniobacterales > LD29 > Unknown genus > Unknown species	Persistently rare
OTU_4138	27	0.3	14	0.15555555555555556	4.313038979240463e-5	4.568831922552125e-5	5.321507760532151e-4	74	FALSE	0.26666666666666666	0.03333333333333333	0.16666666666666666	FALSE	FALSE	FALSE	Genus	Gemmatimonas	G · Gemmatimonas	Bacteria > Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Gemmatimonas > Unknown species	Persistently rare
OTU_10400	6	0.06666666666666667	3	0.03333333333333333	1.8976837210700386e-5	1.9757111016441622e-5	7.827608435399208e-4	32	FALSE	0.1	0	0	FALSE	FALSE	FALSE	Order	SC-I-84	O · SC-I-84	Bacteria > Proteobacteria > Betaproteobacteria > SC-I-84 > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_2289	7	0.07777777777777778	3	0.03333333333333333	1.855189049516101e-5	3.087048596319003e-5	0.001221001221001221	50	FALSE	0	0.06666666666666667	0.03333333333333333	FALSE	FALSE	FALSE	Genus	Marinilactibacillus	G · Marinilactibacillus	Bacteria > Firmicutes > Bacilli > Lactobacillales > Carnobacteriaceae > Marinilactibacillus > Unknown species	Intermediate
OTU_12213	14	0.15555555555555556	2	0.022222222222222223	1.3675823093777396e-5	1.3583013823803615e-5	2.4562480810561867e-4	22	FALSE	0.03333333333333333	0	0.03333333333333333	FALSE	FALSE	FALSE	Kingdom	Unknown kingdom	K · Unknown kingdom	Unknown kingdom > Unknown phylum > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_8648	9	0.1	2	0.022222222222222223	1.2198561443592097e-5	1.4817833262331216e-5	4.7395860761493495e-4	24	FALSE	0.06666666666666667	0	0	FALSE	FALSE	FALSE	Order	WD2101 soil group	O · WD2101 soil group	Bacteria > Planctomycetes > Phycisphaerae > WD2101 soil group > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_10881	16	0.17777777777777778	7	0.07777777777777778	7.492640004034591e-5	7.408916631165607e-5	0.002062481043372763	120	FALSE	0.2	0	0.03333333333333333	FALSE	FALSE	FALSE	Genus	Candidatus Solibacter	G · Candidatus Solibacter	Bacteria > Acidobacteria > Acidobacteria > Subgroup 3 > Unknown family > Candidatus Solibacter > Unknown species	Intermediate
OTU_10849	21	0.23333333333333334	6	0.06666666666666667	2.232554111052392e-5	2.3461569332024424e-5	3.7650602409638556e-4	38	FALSE	0.16666666666666666	0	0.03333333333333333	FALSE	FALSE	FALSE	Class	TK10	C · TK10	Bacteria > Chloroflexi > TK10 > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_2788	25	0.2777777777777778	7	0.07777777777777778	3.038424754517165e-5	3.210530540171763e-5	3.1626803716149434e-4	52	FALSE	0.23333333333333334	0	0	FALSE	FALSE	FALSE	Family	Acidobacteriaceae (Subgroup 1)	F · Acidobacteriaceae (Subgroup 1)	Bacteria > Acidobacteria > Acidobacteria > Acidobacteriales > Acidobacteriaceae (Subgroup 1) > Unknown genus > Unknown species	Persistently rare
OTU_8941	10	0.1111111111111111	5	0.05555555555555555	1.4444122505476618e-5	1.4200423543067415e-5	3.252032520325203e-4	23	FALSE	0.03333333333333333	0.06666666666666667	0.06666666666666667	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Persistently rare
OTU_3440	36	0.4	15	0.16666666666666666	7.100121742120012e-5	8.643736069693209e-5	0.0013311408660245869	140	FALSE	0.26666666666666666	0	0.23333333333333334	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Intermediate
OTU_9232	6	0.06666666666666667	4	0.044444444444444446	1.5532412976145532e-5	1.4817833262331216e-5	5.236973029588898e-4	24	FALSE	0.13333333333333333	0	0	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Persistently rare
OTU_10623	2	0.022222222222222223	0	0	1.3457440281666875e-6	2.4696388770552028e-6	9.436039379737679e-5	4	FALSE	0	0	0	FALSE	FALSE	FALSE	Family	SJA-28	F · SJA-28	Bacteria > Chlorobi > Chlorobia > Chlorobiales > SJA-28 > Unknown genus > Unknown species	Sampling-limited
OTU_9362	6	0.06666666666666667	2	0.022222222222222223	7.138979152787002e-6	9.878555508220811e-6	2.3028209556706967e-4	16	FALSE	0.06666666666666667	0	0	FALSE	FALSE	FALSE	Genus	Candidatus Methylacidiphilum	G · Candidatus Methylacidiphilum	Bacteria > Verrucomicrobia > Verrucomicrobia Incertae Sedis > Unknown order > Unknown family > Candidatus Methylacidiphilum > Unknown species	Persistently rare
OTU_5529	3	0.03333333333333333	0	0	1.6591200846856477e-6	2.4696388770552028e-6	6.435420554733252e-5	4	FALSE	0	0	0	FALSE	FALSE	FALSE	Class	TK10	C · TK10	Bacteria > Chloroflexi > TK10 > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_10277	25	0.2777777777777778	10	0.1111111111111111	3.435795954528873e-5	3.5809763717300435e-5	3.8860103626943003e-4	58	FALSE	0	0	0.3333333333333333	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Persistently rare
OTU_5869	17	0.18888888888888888	4	0.044444444444444446	1.610542730789583e-5	1.5435242981595016e-5	2.945508100147275e-4	25	FALSE	0.1	0	0.03333333333333333	FALSE	FALSE	FALSE	Order	43F-1404R	O · 43F-1404R	Bacteria > Proteobacteria > Deltaproteobacteria > 43F-1404R > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_2012	9	0.1	1	0.011111111111111112	1.9945946542670747e-5	1.6052652700858816e-5	0.0013831258644536654	26	FALSE	0.03333333333333333	0	0	FALSE	FALSE	FALSE	Order	Subgroup 2	O · Subgroup 2	Bacteria > Acidobacteria > Acidobacteria > Subgroup 2 > Unknown family > Unknown genus > Unknown species	Intermediate
OTU_10335	14	0.15555555555555556	8	0.08888888888888889	4.76083074917191e-5	4.445349978699365e-5	0.0012801204819277109	72	FALSE	0.26666666666666666	0	0	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Intermediate
OTU_4751	9	0.1	5	0.05555555555555555	3.6077276847756566e-5	2.840084708613483e-5	0.002094789211835559	46	FALSE	0.16666666666666666	0	0	FALSE	FALSE	FALSE	Genus	Caldisericum	G · Caldisericum	Bacteria > Caldiserica > Caldisericia > Caldisericales > Caldisericaceae > Caldisericum > Unknown species	Intermediate
OTU_11299	8	0.08888888888888889	3	0.03333333333333333	9.279525080658321e-6	1.0495965227484611e-5	2.3028209556706967e-4	17	FALSE	0.1	0	0	FALSE	FALSE	FALSE	Family	Verrucomicrobiaceae	F · Verrucomicrobiaceae	Bacteria > Verrucomicrobia > Verrucomicrobiae > Verrucomicrobiales > Verrucomicrobiaceae > Unknown genus > Unknown species	Persistently rare
OTU_4237	10	0.1111111111111111	2	0.022222222222222223	8.98986001983364e-6	8.026326350429408e-6	2.097462070894218e-4	13	FALSE	0.03333333333333333	0	0.03333333333333333	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Persistently rare
OTU_3167	30	0.3333333333333333	15	0.16666666666666666	9.095231493444549e-5	8.211549266208548e-5	0.0017224550726301889	133	FALSE	0.03333333333333333	0.03333333333333333	0.43333333333333335	FALSE	FALSE	FALSE	Family	BSV26	F · BSV26	Bacteria > Chlorobi > Ignavibacteria > Ignavibacteriales > BSV26 > Unknown genus > Unknown species	Intermediate
OTU_4436	15	0.16666666666666666	7	0.07777777777777778	2.8970654604508876e-5	2.716602764760723e-5	5.695224147750387e-4	44	FALSE	0.2	0.03333333333333333	0	FALSE	FALSE	FALSE	Genus	Candidatus Nitrososphaera	G · Candidatus Nitrososphaera	Archaea > Thaumarchaeota > Soil Crenarchaeotic Group(SCG) > Unknown order > Unknown family > Candidatus Nitrososphaera > Unknown species	Persistently rare
OTU_1617	30	0.3333333333333333	13	0.14444444444444443	4.306348351230096e-5	4.136645119067464e-5	6.229074203846453e-4	67	FALSE	0.3333333333333333	0.06666666666666667	0.03333333333333333	FALSE	FALSE	FALSE	Order	Gaiellales	O · Gaiellales	Bacteria > Actinobacteria > Thermoleophilia > Gaiellales > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_2801	29	0.32222222222222224	14	0.15555555555555556	4.2656981878811506e-5	4.3218680348466046e-5	4.7593551073829495e-4	70	FALSE	0.23333333333333334	0.06666666666666667	0.16666666666666666	FALSE	FALSE	FALSE	Family	Gemmatimonadaceae	F · Gemmatimonadaceae	Bacteria > Gemmatimonadetes > Gemmatimonadetes > Gemmatimonadales > Gemmatimonadaceae > Unknown genus > Unknown species	Persistently rare
OTU_8677	9	0.1	2	0.022222222222222223	7.651575974373558e-6	7.408916631165608e-6	1.8198362147406734e-4	12	FALSE	0.06666666666666667	0	0	FALSE	FALSE	FALSE	Order	CPla-3 termite group	O · CPla-3 termite group	Bacteria > Planctomycetes > Phycisphaerae > CPla-3 termite group > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_12312	16	0.17777777777777778	7	0.07777777777777778	3.0701273677812085e-5	3.1487895682453836e-5	7.653061224489796e-4	51	FALSE	0	0.23333333333333334	0	FALSE	FALSE	FALSE	Phylum	Latescibacteria	P · Latescibacteria	Bacteria > Latescibacteria > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_10344	6	0.06666666666666667	2	0.022222222222222223	6.3272244597551985e-6	6.174097192638006e-6	1.8417902200939314e-4	10	FALSE	0.06666666666666667	0	0	FALSE	FALSE	FALSE	Class	terrestrial group	C · terrestrial group	Archaea > Thaumarchaeota > terrestrial group > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_9248	6	0.06666666666666667	0	0	2.9070053608950274e-6	3.704458315582804e-6	6.803646754660499e-5	6	FALSE	0	0	0	FALSE	FALSE	FALSE	Phylum	Armatimonadetes	P · Armatimonadetes	Bacteria > Armatimonadetes > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_13584	11	0.12222222222222222	3	0.03333333333333333	2.0572307201832985e-5	2.0374520735705422e-5	6.988934187536401e-4	33	FALSE	0.06666666666666667	0	0.03333333333333333	FALSE	FALSE	FALSE	Order	AT425-EubC11 terrestrial group	O · AT425-EubC11 terrestrial group	Bacteria > Gemmatimonadetes > Gemmatimonadetes > AT425-EubC11 terrestrial group > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_10642	23	0.25555555555555554	9	0.1	2.8881284459375715e-5	2.963566652466243e-5	3.681885125184094e-4	48	FALSE	0.3	0	0	FALSE	FALSE	FALSE	Class	KD4-96	C · KD4-96	Bacteria > Chloroflexi > KD4-96 > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_9260	6	0.06666666666666667	2	0.022222222222222223	1.1742793362429899e-5	1.1113374946748412e-5	5.853658536585366e-4	18	FALSE	0	0.06666666666666667	0	FALSE	FALSE	FALSE	Family	Draconibacteriaceae	F · Draconibacteriaceae	Bacteria > Bacteroidetes > Bacteroidia > Bacteroidia Incertae Sedis > Draconibacteriaceae > Unknown genus > Unknown species	Persistently rare
OTU_10105	12	0.13333333333333333	3	0.03333333333333333	1.3149094191633433e-5	1.4200423543067415e-5	2.3028209556706967e-4	23	FALSE	0.1	0	0	FALSE	FALSE	FALSE	Order	Subgroup 6	O · Subgroup 6	Bacteria > Acidobacteria > Acidobacteria > Subgroup 6 > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_14030	27	0.3	8	0.08888888888888889	3.278576615402457e-5	3.395753455950904e-5	4.098360655737705e-4	55	FALSE	0.06666666666666667	0.06666666666666667	0.13333333333333333	FALSE	FALSE	FALSE	Family	KD1-131	F · KD1-131	Bacteria > Bacteroidetes > Sphingobacteriia > Sphingobacteriales > KD1-131 > Unknown genus > Unknown species	Persistently rare
OTU_9268	4	0.044444444444444446	0	0	2.6755973067781595e-6	2.4696388770552028e-6	8.728288382648163e-5	4	FALSE	0	0	0	FALSE	FALSE	FALSE	Phylum	Saccharibacteria	P · Saccharibacteria	Bacteria > Saccharibacteria > Unknown class > Unknown order > Unknown family > Unknown genus > Unknown species	Persistently rare
OTU_7868	14	0.15555555555555556	5	0.05555555555555555	1.8837334151939963e-5	2.0374520735705422e-5	6.384240047425784e-4	33	FALSE	0.03333333333333333	0.03333333333333333	0.1	FALSE	FALSE	FALSE	Family	Anaerolineaceae	F · Anaerolineaceae	Bacteria > Chloroflexi > Anaerolineae > Anaerolineales > Anaerolineaceae > Unknown genus > Unknown species	Persistently rare
OTU_5315	16	0.17777777777777778	5	0.05555555555555555	1.945215682637718e-5	2.0991930454969223e-5	4.017677782241864e-4	34	FALSE	0.03333333333333333	0	0.13333333333333333	FALSE	FALSE	FALSE	Genus	Planctomyces	G · Planctomyces	Bacteria > Planctomycetes > Planctomycetacia > Planctomycetales > Planctomycetaceae > Planctomyces > Unknown species	Persistently rare
OTU_14262	4	0.044444444444444446	1	0.011111111111111112	2.8108020318119244e-6	4.321868034846604e-6	1.1394712853236098e-4	7	FALSE	0.03333333333333333	0	0	FALSE	FALSE	FALSE	Genus	Polycyclovorans	G · Polycyclovorans	Bacteria > Proteobacteria > Gammaproteobacteria > Xanthomonadales > Solimonadaceae > Polycyclovorans > Unknown species	Persistently rare
